asst,lhnf,sst,Evap,Tran,gp,at,tmax,tmin,dpt,FzSf,CbSf,TjzSf,LySf,GySf,runoff
298.258392,153.010834,298.258392,0.000062,0.0000379,935.66,25.46,29.65,19.67,20.27,17.34375,51.3125,65.5,303.34375,503.25,1575.25
299.431793,154.43985,299.431793,0.0000626,0.0000402,935.83,26.1,30.87,20.64,21.06,15.5,45.875,58.96875,301.46875,485.96875,1536.9688
300.523712,135.617142,300.523712,0.000055,0.0000342,935.01,26.87,30.84,22.36,21.92,13.78125,40.6875,52.3125,278.78125,472.5625,1484.1875
300.073029,99.2440948,300.073029,0.0000402,0.0000209,932.99,26.5,30.52,23.69,22.92,12.25,36.21875,46.5,254.90625,447.5,1407.4688
300.772003,159.680252,300.772003,0.0000647,0.0000368,931.34,27.45,30.6,24.78,22.81,11.71875,34.46875,43.40625,237.75,423.8125,1333
301.531494,148.443634,301.531494,0.0000602,0.0000333,935.37,27.6,32.52,24.61,23.45,25.21875,56.84375,63.84375,247.96875,420.5625,1312.9062
301.692566,117.12394,301.692566,0.0000475,0.0000281,936.8,26.69,31.16,23.66,24.06,42.1875,95.375,108.34375,324.25,462.90625,1454.6875
296.894165,97.6765976,296.894165,0.0000396,0.0000144,934.97,23.51,26.77,20.56,20.76,59.78125,132.03125,151.03125,433.875,599.25,1913.3125
293.774323,33.5522728,293.774323,0.0000136,0.00000226,935.07,21.19,24.15,18.95,18.1,73.34375,169.09375,194.5625,554.96875,831.15625,2578.8125
297.094025,176.812317,297.094025,0.0000717,0.0000419,939.69,25.16,30.24,19.77,18.39,72.65625,170.9375,201.90625,668.5625,1027.4062,3085.125
299.428894,156.212616,299.428894,0.0000633,0.0000413,940,24.79,29.49,19.75,21.07,64.15625,152.875,181.59375,658.53125,1103.125,3218.75
299.128998,126.150345,299.128998,0.0000511,0.0000315,940.26,25.31,29.82,21,21.11,56.96875,136.15625,161.53125,597.59375,1060.125,3038.9688
296.808746,88.1124268,296.808746,0.0000357,0.000019,941.53,22.9,27.05,19.76,17.99,51.359375,122.8125,145.35938,539.8125,967.4219,2758.1875
294.452209,28.8709297,294.452209,0.0000117,0.0000044,943.41,20.5,23.64,18.67,17.4,46.46875,110.46875,131.07812,492.35938,878.4219,2546.3438
295.83316,84.3681488,295.83316,0.0000342,0.0000205,943.62,20.16,22.1,18.77,17.61,41.796875,99.078125,117.765625,449.78125,799.6875,2427.5938
294.461975,57.5773506,294.461975,0.0000233,0.00000872,943.64,20.22,22.79,18.17,17.85,37.4375,88.734375,105.5,407.9375,734.40625,2284.0938
296.167999,101.013016,296.167999,0.000041,0.0000257,942.68,22.68,26.39,19.09,19.23,33.96875,81.484375,96.640625,368.07812,671.2656,2092.0469
296.771729,109.126907,296.771729,0.0000442,0.0000283,940.76,23.87,27.61,18.12,20.21,30.46875,73.171875,87.25,334.57812,610.34375,1903.5
299.970032,181.751419,299.970032,0.0000737,0.0000453,938.01,25.31,29.36,19.48,20.65,27.234375,65.359375,78.109375,302.71875,554.40625,1748.2031
299.451416,151.808945,299.451416,0.0000615,0.0000427,936.6,25.85,30.25,20.03,20.74,24.359375,58.4375,69.984375,272.85938,503.35938,1609.7812
298.039795,103.871994,298.039795,0.0000421,0.0000265,935.71,25.41,29.62,20.16,20.65,21.84375,52.65625,63.109375,246.20312,455.76562,1476.625
299.741974,137.561874,299.741974,0.0000558,0.000037,934.41,26.06,30.24,21.32,21.16,19.90625,48.109375,57.65625,223.85938,412.64062,1349.4688
300.560638,132.519699,300.560638,0.0000537,0.000035,934.44,27.24,31.26,23.4,21.85,20.671875,47.796875,56.4375,208.46875,376.39062,1231.1875
297.278229,61.2630539,297.278229,0.0000248,0.0000109,935.79,24.87,29.4,20.62,21.32,26.5625,67.953125,81.078125,239.03125,370.78125,1137.3906
298.970032,118.754478,298.970032,0.0000481,0.0000302,936.65,24.62,28.87,20.2,20.95,40.09375,103.78125,122.015625,326.54688,429.73438,1122.4844
299.313263,100.604149,299.313263,0.0000408,0.0000225,938.07,24.16,29.14,21.52,21.7,40.75,105.703125,129.95312,376.95312,514.5625,1197.1719
298.648743,101.825027,298.648743,0.0000413,0.0000237,939.15,25.36,29.31,21.6,22.64,37.625,97.828125,120.265625,366.3125,570.90625,1274.7031
