asst,lhnf,sst,Evap,Tran,at,tmax,tmin,dpt,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,runoff
294.738251,23.7094994,294.738251,9.61E-06,1.37E-06,21.94,23.83,20.27,18.89,42.03125,88.625,106.6875,494.5625,871.28125,2321.0938,2380.625
294.265869,28.5292854,294.265869,1.16E-05,3.51E-06,20.51,22.23,18.46,17.96,38.90625,83.90625,101.6875,473.46875,827.5625,2197.2188,2240.7188
296.94989,111.205444,296.94989,4.51E-05,2.37E-05,22.77,27.11,18.66,18.83,36.96875,81.59375,99.5,474.8125,794.96875,2170.25,2193.75
297.496124,108.724327,297.496124,4.41E-05,2.47E-05,23.68,26.96,19.72,19.71,33.90625,76.71875,94.6875,464.0625,767.375,2177.4375,2192.875
299.193542,116.717567,299.193542,4.73E-05,2.76E-05,25.07,28.69,21.07,20.66,30.875,70.59375,87.125,438.34375,736,2184.9375,2203.3125
299.592377,130.448303,299.592377,5.29E-05,2.91E-05,25.82,29.74,22.35,21.04,28.1875,64.46875,79.6875,407.21875,698.59375,2116.5938,2154.9062
298.044312,96.5478058,298.044312,3.91E-05,2.05E-05,25.13,29.03,20.02,19.95,25.375,58.125,72.0625,382,656.4375,1977,2026.3438
298.887634,144.834351,298.887634,5.87E-05,3.89E-05,26.16,30.42,20.02,19.51,23.15625,52.8125,65.3125,383.3125,616,1896.5,1920.0625
299.161987,136.799286,299.161987,5.55E-05,3.62E-05,26.69,30.93,20.79,20.34,21.0625,48,59.40625,385.1875,587.34375,1961.2188,1955.2188
301.487183,146.945862,301.487183,5.96E-05,3.80E-05,27.34,31.44,23.6,22.03,18.96875,43.53125,53.96875,364.84375,567.03125,1975.8438,1996.25
299.782959,90.9149094,299.782959,3.69E-05,2.33E-05,26.62,31.01,22.56,21.98,17.15625,39.9375,49.53125,337.75,539.8125,1862.5938,1905.3125
299.60318,88.2105484,299.60318,3.58E-05,1.82E-05,25.52,29.41,23.65,22.44,15.53125,37.0625,46.09375,315.40625,504,1720.2188,1763.5938
299.174469,182.083511,299.174469,7.38E-05,4.85E-05,26.17,31.64,20.36,19.99,14.1875,34.8125,43.3125,295.5625,469.4375,1604.9688,1639.9688
300.012817,158.768311,300.012817,6.44E-05,4.49E-05,27.04,31.57,22.25,20.8,12.9375,32.75,40.8125,278.09375,437.78125,1524.8438,1551.625
301.356384,185.965927,301.356384,7.54E-05,4.06E-05,26.73,31.47,21.45,20.63,11.9375,31.28125,39.0625,261.1875,409.25,1470,1491.3438
301.214691,151.066132,301.214691,6.12E-05,3.75E-05,26.09,31.28,21.93,21.73,11.03125,29.96875,37.53125,245.71875,385.34375,1417.5938,1440.4062
301.294281,158.141617,301.294281,6.41E-05,4.17E-05,27.72,32.15,22.42,21.86,12.65625,31.5625,38.3125,234.4375,366.78125,1359.4375,1381.4062
301.986176,155.324722,301.986176,6.30E-05,3.98E-05,27.79,32.09,23.71,22.9,13.1875,32.28125,39.59375,231.125,352.625,1317.5938,1333.6875
300.744415,129.013779,300.744415,5.23E-05,3.44E-05,26.18,31.14,23.44,22.66,14.15625,32.75,39.78125,228.71875,347,1300.5938,1308.375
300.169556,129.097473,300.169556,5.23E-05,3.29E-05,26.89,31.69,22.39,22.19,16.15625,36.75,44.125,233.5625,354.40625,1311.5312,1311.3125
299.453003,225.018066,299.453003,9.12E-05,5.75E-05,27.94,32.88,22.56,18.32,15.734375,36.5,45.25,245.60938,356.625,1329.6719,1328.7188
299.388885,166.009018,299.388885,6.73E-05,4.76E-05,28.18,33.88,21.69,20.18,14.453125,34.546875,43.03125,244.39062,355.0625,1323.4531,1331.4375
300.970306,184.48996,300.970306,7.48E-05,5.35E-05,28.48,33.73,23.31,21.17,13.5625,33.09375,41.0625,236.57812,351.34375,1299.9844,1312.3438
300.7966,168.838974,300.7966,6.85E-05,4.87E-05,28,33.1,23.24,22.01,12.578125,31.609375,39.25,226.35938,340.875,1272.7031,1287.875
300.303864,175.51445,300.303864,7.12E-05,5.07E-05,28.5,33.46,22.89,20.97,12.125,30.796875,38.046875,213.76562,326.8125,1224.6406,1247.2031
301.235443,148.588394,301.235443,6.02E-05,4.18E-05,28.44,32.36,24.97,21.45,11.453125,29.921875,37.0625,202.09375,311.48438,1157.0469,1185.1406
300.886536,135.441483,300.886536,5.49E-05,3.53E-05,28.8,32.88,24.76,21.79,10.546875,28.640625,35.5625,192.1875,295.53125,1081.7188,1112.5469
300.581055,119.363281,300.581055,4.84E-05,3.12E-05,28.93,32.98,24.25,21.87,9.8125,27.625,34.328125,183.42188,281.34375,1007.65625,1038.5
301.580353,139.284134,301.580353,5.65E-05,3.53E-05,29,33.35,25.44,22.59,9.1875,26.78125,33.328125,176.21875,269.40625,943.2031,971.6875
301.825256,177.936981,301.825256,7.21E-05,4.77E-05,30.41,35.07,26.49,21.8,8.796875,26.171875,32.546875,170.92188,258.89062,887.4219,914.2031
301.47525,208.867844,301.47525,8.47E-05,5.74E-05,30.68,35.73,25.71,20.57,8.5625,25.84375,32.171875,166.96875,250.35938,836.9531,862.8594
301.034821,212.615097,301.034821,8.62E-05,5.56E-05,30.43,35.1,26.27,19.92,8.859375,26.09375,32.28125,165.65625,246.29688,792.3906,816.0469
298.057983,179.094864,298.057983,7.26E-05,4.34E-05,26.73,32.97,21.08,17,16.234375,42.28125,46.65625,174.95312,264.48438,762.6094,779.21875
299.355225,169.966217,299.355225,6.89E-05,4.92E-05,28.13,33.72,22.63,18.83,21.3125,54.125,63.125,216.96875,296.21875,777.3281,774.8594
301.272247,188.496582,301.272247,7.64E-05,5.00E-05,29.56,33.69,25.11,20.61,20.453125,51.546875,62.265625,258.95312,316.10938,843.6094,823.0625
298.81015,81.3640594,298.81015,3.30E-05,1.86E-05,24.44,26.43,22.72,22.18,18.90625,47.609375,57.40625,262.5625,343.39062,932.125,905.90625
296.406006,20.3843784,296.406006,8.26E-06,1.87E-06,24.05,26.45,22.26,20.99,17.890625,45.84375,55.40625,250.84375,374.82812,1033.3438,1003.8906
297.446228,73.3321304,297.446228,2.97E-05,1.47E-05,24.89,28.2,21.92,18.96,16.796875,43.296875,53.234375,249.78125,390.25,1141.4062,1113.6562
299.644409,150.149628,299.644409,6.09E-05,4.22E-05,26.02,30.41,22.09,20.33,17.1875,42.40625,52.15625,251.9375,382.95312,1195.0156,1187.8438
300.179749,134.992035,300.179749,5.47E-05,3.62E-05,26.83,31.1,23.18,21.63,19.28125,45.90625,55.265625,247.375,371.95312,1179.0156,1191.0469
300.591125,126.187744,300.591125,5.12E-05,3.15E-05,26.9,30.77,23.13,21.64,19.6875,46.609375,56.8125,239.35938,361.70312,1135.0156,1153
301.15979,128.875778,301.15979,5.23E-05,3.34E-05,27.7,32.15,24.35,22.12,20.515625,47.203125,56.734375,229.82812,351.45312,1091.3438,1108.9844
298.437469,121.919144,298.437469,4.94E-05,2.44E-05,25.78,29.17,21.81,20.22,22.21875,51.59375,60.78125,225.53125,341.21875,1050.6094,1067.625
300.404419,184.696365,300.404419,7.49E-05,5.25E-05,28.99,33.72,23.81,19.96,22.75,53.328125,63.484375,237.875,331.03125,1018.9375,1031.6094
299.99173,113.80262,299.99173,4.61E-05,2.28E-05,26.31,30.69,23.59,22.91,21.046875,49.359375,60.109375,252.9375,327.26562,1018.8125,1022.34375
295.921539,48.7260742,295.921539,1.98E-05,2.46E-06,22.17,23.28,20.91,20.05,19.578125,46.328125,56.515625,250.71875,345.5625,1064.1406,1068.3438
295.263763,25.624382,295.263763,1.04E-05,1.43E-06,21.97,23.1,20.98,18.62,18.203125,43.71875,53.828125,240.9375,375.03125,1156.7969,1149.7188
295.613678,20.9905872,295.613678,8.51E-06,3.04E-06,22.09,24.09,20.37,20.49,17,40.890625,50.578125,228.9375,376.95312,1223.875,1226.3281
297.673431,92.5233841,297.673431,3.75E-05,2.38E-05,23.97,28.7,20.35,21.01,15.546875,37.90625,47.15625,215.20312,358.78125,1205.5938,1229.6719
298.536804,128.437759,298.536804,5.21E-05,3.37E-05,25.41,30.17,20.5,20.83,14.0625,35.125,43.8125,201.42188,335.21875,1140.8594,1174.5156
299.082611,140.81485,299.082611,5.71E-05,3.80E-05,25.41,30.74,20.31,20.63,12.796875,32.78125,40.9375,188.90625,312.01562,1062.6094,1098.3594
299.733948,161.19545,299.733948,6.54E-05,4.19E-05,26.36,31.04,22.19,20.34,13.015625,32.359375,40.03125,179,291.42188,984.4375,1018.9844
298.630951,132.843887,298.630951,5.39E-05,3.17E-05,26.3,30.84,22.48,20.66,13.265625,32.296875,39.828125,172.98438,273.71875,915.21875,946.0625
296.782501,62.1390457,296.782501,2.52E-05,1.18E-05,23.03,25.73,20.94,21.02,12.5625,31.21875,38.640625,169.48438,260.10938,864.1719,888.0469
297.997437,103.923729,297.997437,4.21E-05,2.49E-05,24.29,27.28,21.81,20.31,12.515625,30.71875,37.75,166.76562,253.89062,840.59375,854.2656
296.891663,39.7895546,296.891663,1.61E-05,7.19E-06,23.45,25.26,20.75,20.89,12.421875,30.515625,37.46875,165,253.57812,838.6094,845.5156
300.317841,147.92514,300.317841,6.00E-05,3.50E-05,24.88,28.93,20.14,21.43,12.015625,30.421875,37.71875,163.78125,254.78125,840.4375,846.4219
300.187683,147.153549,300.187683,5.97E-05,3.58E-05,25.52,29.48,20.74,21.94,11.296875,29.796875,37.28125,162.9375,256.29688,839.3281,845.7344
299.405396,114.338005,299.405396,4.64E-05,2.87E-05,25.86,30.15,22.17,21.46,10.484375,28.734375,36.140625,161.96875,253.0625,835.90625,842.7031
301.095398,155.297684,301.095398,6.30E-05,3.15E-05,26.25,30.41,21.31,21.62,10.015625,27.84375,34.890625,160.125,248,825.2344,834.6094
299.794769,97.8952408,299.794769,3.97E-05,2.21E-05,26.33,30.5,22.99,21.8,9.90625,27.890625,34.96875,157.85938,243.6875,804.5781,816.84375
297.395447,30.815609,297.395447,1.25E-05,3.66E-06,24.81,30.02,22.6,21.08,11.546875,29.46875,36.375,157.9375,243.98438,788.4531,797.4219
297.8974,20.5858593,297.8974,8.35E-06,1.47E-06,24.81,27.78,22.61,21.5,14.125,32.984375,39.90625,162.39062,265.54688,857.875,827.7344
297.267761,32.0829201,297.267761,1.30E-05,3.41E-06,23.54,25.35,21.71,21.4,22.15625,48.359375,54.4375,176.1875,312.76562,1125.6875,1051.9375
298.618866,161.333954,298.618866,6.54E-05,3.22E-05,26.62,32.12,20.81,20.66,23.34375,51.5625,61.84375,207.6875,343.40625,1285.125,1259.3125
298.511566,131.932541,298.511566,5.35E-05,3.42E-05,26.38,32,21.09,20.2,21.15625,46.421875,56.421875,221.32812,345.29688,1254.9375,1271.7031
299.522949,102.402626,299.522949,4.15E-05,2.06E-05,26.79,30.25,23.07,20.98,18.96875,41.421875,50.578125,211.625,350.375,1190.4688,1209.3281
297.485016,47.2865143,297.485016,1.92E-05,5.89E-06,24.38,27.26,21.98,20.72,18.265625,39.984375,48.0625,198.76562,356.34375,1166.2031,1190.0312
295.878784,15.8841438,295.878784,6.44E-06,6.68E-07,21.87,22.3,21.58,20.13,25.15625,51.6875,58.890625,203.32812,382.57812,1266.3594,1290.4219
294.938293,73.0597,294.938293,2.96E-05,2.28E-06,21.42,23.32,19,19.23,28.71875,61.625,73.0625,241.0625,438.92188,1421.2188,1451.25
293.21344,48.6167755,293.21344,1.97E-05,3.33E-06,20.53,22.13,19.21,15.32,34.859375,75.859375,88.765625,287.39062,499.67188,1542.6719,1572.5469
294.435394,98.5879211,294.435394,4.00E-05,1.78E-05,21.84,25.52,18.77,16.65,33.65625,74,89.84375,326.53125,530.0781,1581.9688,1618.9375
293.873016,48.0841446,293.873016,1.95E-05,7.57E-06,19.88,23.53,15.66,17,30.28125,66.171875,80.59375,326.90625,544.5,1556.0312,1592.8281
294.358002,73.5872574,294.358002,2.98E-05,1.39E-05,21.55,25.51,17.3,16.57,27.171875,58.859375,71.65625,303.07812,543.5625,1526.3906,1555.9062
296.320618,92.9312973,296.320618,3.77E-05,1.84E-05,22.96,25.92,19.34,17.94,24.359375,52.5625,64.078125,274.3125,515.9219,1478.8125,1514.7031
293.42099,12.3220682,293.42099,5.00E-06,3.82E-07,19.57,21.43,18.31,17.53,23.0625,48.859375,59.078125,250.125,479.51562,1402.5781,1444.75
292.62442,6.42826653,292.62442,2.61E-06,3.78E-07,19.28,19.95,18.65,17.61,28.6875,59.859375,68.546875,241.8125,461.07812,1343.8438,1381.375
292.306824,19.8376026,292.306824,8.04E-06,1.57E-06,19.49,22.48,16.46,17.18,28.515625,60.984375,73.03125,265.70312,453.90625,1323.9219,1354.0781
293.406952,60.6047325,293.406952,2.46E-05,1.06E-05,19.98,23.75,15.9,16.5,28.671875,61.9375,73.515625,287.85938,450.03125,1299.6562,1328.9219
295.223175,78.2961655,295.223175,3.17E-05,1.47E-05,21.52,24.67,17.32,17.53,27.609375,60.453125,72.65625,306.67188,455.875,1283.7812,1305.8594
295.329193,37.3183708,295.329193,1.51E-05,5.35E-06,21.44,24.3,19.84,18.55,25.328125,55.640625,67.421875,316.09375,469.20312,1294.5,1306.3594
292.871765,53.1292534,292.871765,2.15E-05,7.20E-06,20.96,25.93,16.46,16.87,31.078125,69.890625,80.234375,328.5625,507.20312,1354.2656,1349.0625
294.654358,53.0963516,294.654358,2.15E-05,4.93E-06,21.42,24.59,17.64,17.62,30.796875,70.6875,84.921875,382.35938,540.1406,1476.2188,1457.2188
294.277252,81.934845,294.277252,3.32E-05,1.27E-05,20.24,25.36,17,15.49,32.09375,73.828125,87.46875,415.90625,597.7969,1614.7812,1587.625
293.471069,47.3898277,293.471069,1.92E-05,5.40E-06,19.7,23.11,18.58,15.93,30.03125,69.59375,84.328125,444.84375,651.90625,1806.0938,1774.0469
292.512543,20.7702026,292.512543,8.42E-06,9.24E-07,18.73,19.16,18.26,16.13,27.390625,62.90625,76.3125,433.04688,664.5,1906.3281,1899.1406
292.644409,15.1853561,292.644409,6.16E-06,8.93E-07,19.01,19.86,18.3,16.22,26.734375,61.734375,74.15625,409.5625,651.875,1928,1939.0156
293.76712,3.32758093,293.76712,1.35E-06,4.13E-07,19.8,20.72,18.74,18.35,27.40625,63.671875,75.859375,410.28125,623.4531,1889.8125,1914.7969
294.27182,3.32950377,294.27182,1.35E-06,1.64E-07,20.68,21.69,19.51,19.35,28.015625,67.296875,80.734375,423.28125,627.9844,1862.3906,1880.2812
292.340149,92.6859436,292.340149,3.76E-05,1.29E-06,19.68,22.05,16.2,10.99,27.765625,68.125,82.921875,450,655.2344,1864.4219,1876.9688
288.093719,92.658699,288.093719,3.76E-05,1.27E-05,17.75,22.54,11.21,6.36,29.53125,72.734375,87.609375,460.9375,678.34375,1849.25,1864.7031
291.781616,70.2478867,291.781616,2.85E-05,8.56E-06,19.34,22.85,13.12,12.21,27.703125,68.515625,84.34375,453.48438,681.59375,1813.0469,1833.3125
290.045746,20.3598137,290.045746,8.25E-06,4.97E-07,16.96,17.89,15.44,13.67,25.4375,62.640625,76.984375,425.70312,667.0781,1753.1875,1778.5
289.946716,8.74716949,289.946716,3.55E-06,2.04E-07,16.46,17.28,15.57,14.1,25.296875,62.78125,76.71875,405.3125,661.1953,1706.3672,1725.7031
292.350647,32.3430862,292.350647,1.31E-05,3.93E-06,18.35,20.7,16.44,14.79,23.445312,58.5,72.72656,389.20312,647.08594,1696.1797,1707.6719
291.535858,22.771246,291.535858,9.23E-06,2.51E-06,18.78,21.73,15.93,15.39,21.5625,53.945312,67.03125,360.28125,611.75,1654.375,1677.4609
293.097382,34.1756554,293.097382,1.39E-05,6.10E-06,19.48,24.52,15.83,16.8,19.703125,49.390625,61.46875,330.33594,568.2969,1562.8359,1597.7734
291.615234,72.9000473,291.615234,2.96E-05,5.14E-06,19.57,24.87,15.1,11.64,17.835938,44.8125,55.84375,302.82812,521.6094,1449.3203,1489.1016
291.461273,79.0142593,291.461273,3.20E-05,1.32E-05,18.12,23.45,12.18,11.71,16.734375,41.5625,51.367188,278.67188,478.60156,1337.6641,1376.1094
290.895691,67.1333237,290.895691,2.72E-05,1.20E-05,18.27,24.86,11.59,12.54,15.328125,38.34375,47.382812,259.97656,439.875,1243.2344,1276.4219
291.258667,70.8110199,291.258667,2.87E-05,1.20E-05,18.69,24.39,12.99,13.91,13.84375,35.210938,43.390625,243.09375,404.51562,1166.2734,1194.4609
292.393982,75.9477081,292.393982,3.08E-05,1.26E-05,19.6,24.88,14.22,13.88,12.4765625,32.648438,40.140625,225.94531,373.5078,1101.1797,1125.9141
291.636414,60.4045372,291.636414,2.45E-05,9.69E-06,19.81,25.29,13.02,13.41,11.2578125,30.515625,37.585938,209.77344,346.40625,1041.4453,1064.8516
292.387238,72.6608963,292.387238,2.95E-05,1.26E-05,19.87,25.22,13.9,13.8,10.421875,28.992188,35.664062,196.53125,322.4453,980.9531,1004.8594
293.215271,70.8182831,293.215271,2.87E-05,1.20E-05,20.21,25.51,14.67,14.89,9.7578125,27.84375,34.21875,185.85938,300.3125,919.5625,943.6797
295.048645,72.7055664,295.048645,2.95E-05,1.10E-05,21.89,26.24,15.63,15.83,9.265625,26.898438,33,177.03125,280.6875,861.22656,884.3047
294.029846,66.6581192,294.029846,2.70E-05,1.01E-05,20.52,25.39,16.55,15.1,11.484375,29.828125,35.445312,173.33594,265.45312,809.2344,830.2422
293.187042,52.2311287,293.187042,2.12E-05,7.38E-06,19.97,24.04,15.29,16.26,12.1015625,31.53125,39.039062,184.0625,257.10156,767.0078,784.71875
293.186157,50.4430046,293.186157,2.05E-05,7.98E-06,20.2,24.75,15.8,16.39,12.2734375,31.367188,38.867188,194.63281,256.27344,741.9453,752.6875
292.697479,33.8807182,292.697479,1.37E-05,4.59E-06,20.44,24.97,15.11,16.3,11.765625,30.5625,37.867188,193.46094,259.875,741.7969,743.21094
294.692749,62.2732887,294.692749,2.52E-05,9.11E-06,21.55,26.35,16,16.04,10.8359375,29.21875,36.257812,186.29688,263.83594,751.6406,750.46875
292.148834,38.2150574,292.148834,1.55E-05,2.07E-06,19.74,22.15,17.53,15.46,10.296875,29.34375,36.421875,187.04688,266.85156,755.7344,756.97656
291.595245,15.611865,291.595245,6.33E-06,5.65E-07,18.06,19.28,17.43,16.03,13.4921875,38.015625,45.101562,219.61719,278.5625,774.8281,769.7969
291.967682,9.9021368,291.967682,4.01E-06,2.13E-07,18.66,19.68,17.66,16.93,17.53125,43.804688,53.125,271.32812,309.71875,833.35156,816.4531
292.332062,25.0424843,292.332062,1.02E-05,9.16E-07,19.11,20.55,17.2,16.77,21.59375,49.265625,59.796875,307.3047,363.79688,917.02344,894.22656
286.14444,73.6822052,286.14444,2.99E-05,2.12E-06,13.88,15.6,11.44,4.48,23.890625,53.625,64.94531,329.95312,416.97656,997.09375,978.4297
287.214142,37.3022652,287.214142,1.51E-05,1.61E-06,13.25,14.35,12.15,8.15,24.023438,53.578125,65.32031,338.54688,448.0703,1048.75,1040.0781
288.277863,17.9858227,288.277863,7.29E-06,4.83E-07,15.54,18.2,13.87,11.5,23.71875,52.445312,63.898438,332.9453,457.42188,1079.7734,1076.625
288.922607,28.733036,288.922607,1.16E-05,1.32E-06,15.5,17.68,13.85,11.04,22.09375,48.859375,60.007812,318.79688,450.59375,1092.6953,1095.8672
287.05069,18.5660515,287.05069,7.53E-06,3.14E-07,13.47,14.41,12.82,10.57,19.960938,44.171875,54.382812,297.5703,434.875,1077.2656,1089.75
283.541382,24.5289307,283.541382,9.94E-06,1.07E-06,11.59,15.48,7.4,7.29,22,49.929688,59.28125,284.6875,422.28906,1048.0078,1064.4766
286.165588,45.4927368,286.165588,1.84E-05,4.55E-06,13.61,17.42,7.63,8.07,21.242188,49.09375,60.460938,293.98438,412.66406,1027.1328,1040.1719
288.087128,33.8558693,288.087128,1.37E-05,2.28E-06,14.72,17.52,11.21,9.87,19.59375,44.898438,55.46875,289.27344,402.0703,1011.9297,1022.9844
287.568909,15.7747936,287.568909,6.40E-06,3.25E-07,14.76,16.14,13.63,10.23,18.1875,42.0625,51.882812,272.9453,395.5547,994.4297,1006.08594
287.772003,8.11246204,287.772003,3.29E-06,1.64E-07,14.05,14.52,13.67,12.02,17.226562,40.664062,50.015625,260.4375,386,968.9453,983.375
288.590576,3.49660778,288.590576,1.42E-06,9.22E-08,14.64,15.25,13.82,13.04,19.320312,45.4375,54.257812,259.39062,379.375,937.9453,953.9375
289.693359,14.3382673,289.693359,5.81E-06,2.98E-07,16.31,18.15,14.18,14.23,21.789062,51.789062,62.164062,282.8047,387.5703,917.8828,929.4844
286.281433,39.8546524,286.281433,1.62E-05,6.09E-07,14.22,16.12,11.46,8.02,23.929688,56.132812,67.578125,319.14844,408.04688,916.71875,921.9453
289.054688,47.8314667,289.054688,1.94E-05,4.95E-06,15.55,19.86,11.28,10.1,24.984375,57.921875,69.72656,348.09375,438.92188,932.10156,931.28125
288.770599,12.1238966,288.770599,4.92E-06,4.76E-07,15.61,17.39,13.92,12.73,24.648438,55.601562,67.234375,352.33594,467.0625,963.8594,957.52344
288.046326,12.667963,288.046326,5.14E-06,2.06E-07,14.72,16.14,13.68,11.49,24.726562,55.101562,65.96875,338.52344,481.9453,998.66406,992.2969
287.122925,27.3095264,287.122925,1.11E-05,5.10E-07,13.82,15.01,12.4,9.35,24.398438,54.921875,65.890625,326.10938,482.34375,1023.6172,1020.6719
286.204376,21.661829,286.204376,8.78E-06,4.46E-07,12.35,14.33,9.81,8.01,23.867188,54.671875,66.46875,322.8047,477.60156,1035.3984,1035.5703
286.338165,11.2753038,286.338165,4.57E-06,2.79E-07,13.34,15.46,10.59,9.27,22.273438,51.492188,63.65625,331.92188,473.4453,1048.9531,1048.3594
288.405731,25.2514915,288.405731,1.02E-05,7.30E-07,15.24,17.5,12.06,10.91,20.28125,47.414062,59,328.16406,467.45312,1051.1719,1054.9375
287.654846,14.7555361,287.654846,5.98E-06,6.58E-07,15,19.51,12.46,11.67,18.578125,44.109375,54.960938,314.52344,460.79688,1038.75,1046.8281
289.117462,24.4556885,289.117462,9.92E-06,1.38E-06,15.72,18.08,12.54,11.61,16.796875,40.429688,50.4375,297.89062,446.4922,1011.6953,1024.5547
286.699615,7.62020445,286.699615,3.09E-06,1.96E-07,13.95,16.13,10.79,11.34,17.226562,41.875,50.65625,282.46094,427.47656,971.9453,988.4531
288.449158,17.3079548,288.449158,7.02E-06,7.57E-07,13.93,15.13,10.99,11.14,18.125,43.28125,52.25,282.89062,409.10938,933.9375,949.2344
289.059021,18.9810696,289.059021,7.70E-06,1.18E-06,14.96,18.85,10.56,12.29,17.289062,41.46875,50.679688,285.03906,396.85938,903.8906,916.47656
288.733154,17.9866066,288.733154,7.29E-06,1.13E-06,15.54,18.65,10.78,12.71,15.859375,38.820312,47.6875,276.7578,391.01562,880.83594,891.375
289.135803,15.8615894,289.135803,6.43E-06,7.05E-07,16.43,20.01,13.49,13.09,14.7265625,36.960938,45.390625,264.6797,387.90625,860.5547,870.03125
290.48465,41.1135788,290.48465,1.67E-05,2.57E-06,16.59,19.68,13,12.59,14.6015625,37.539062,45.554688,256.32812,383.40625,844.9531,852.72656
288.029022,20.7620659,288.029022,8.42E-06,1.55E-07,14.82,16.48,13.07,11.79,14.796875,39.1875,47.960938,260.48438,380.5703,836.4297,841.3203
284.589355,46.5676613,284.589355,1.89E-05,1.45E-06,11.98,15.27,8.61,5.07,19.257812,48.890625,57.554688,289.84375,394.85156,850.58594,846.3672
284.386536,40.3625946,284.386536,1.64E-05,2.61E-06,11.26,15.66,7.14,4.89,19.195312,48.9375,60.335938,324.57812,422.39062,894.1328,881
284.942566,17.726759,284.942566,7.19E-06,3.69E-07,11.26,13.07,9.06,7.4,17.367188,44.117188,54.726562,320.78906,441.4297,930.4297,922.3906
284.641693,11.1616058,284.641693,4.53E-06,2.25E-07,10.53,12.1,9.32,7.27,15.7109375,39.898438,49.304688,299.89062,441.03906,939.0156,940.35156
282.46048,7.58961582,282.46048,3.08E-06,1.20E-07,9.5,12.09,6.32,7.21,14.28125,36.671875,45.09375,275.5,427.09375,927.96094,934.8125
282.864746,12.7610826,282.864746,5.17E-06,2.09E-07,8.94,12.35,5.32,6.47,12.9453125,33.90625,41.59375,253.66406,404.875,908.15625,918.4375
283.80246,19.460928,283.80246,7.89E-06,6.28E-07,10.37,13.07,5.57,6.37,11.765625,31.625,38.703125,234.5625,376.8828,874.3906,889.96094
285.722351,36.7329369,285.722351,1.49E-05,2.01E-06,13.16,17.34,9.24,6.71,10.8984375,29.851562,36.460938,218.32031,348.5703,827.6797,847.5
286.82196,40.9471474,286.82196,1.66E-05,2.48E-06,12.87,16.77,8.63,7.63,10.21875,28.414062,34.671875,204.35938,322.90625,776.7578,797.96094
284.904053,5.76707172,284.904053,2.34E-06,5.84E-08,11.41,12.63,9.47,10.04,9.7578125,27.460938,33.484375,192.47656,300.48438,728.21875,749.1406
284.006866,15.7320461,284.006866,6.38E-06,2.35E-07,10.24,11.79,8.84,7.82,9.4609375,26.8125,32.695312,182.88281,281.75,686.1328,705.4922
283.966309,21.8569584,283.966309,8.86E-06,8.44E-07,10.19,12.77,7.46,6.76,9.3125,26.4375,32.203125,175.53906,268.7422,653.8594,669.8281
283.560333,16.4343243,283.560333,6.66E-06,3.86E-07,10.19,13.13,6.86,5.91,9.15625,26.117188,31.84375,170.03125,257.9375,632.3906,644.4922
283.371399,13.8070335,283.371399,5.60E-06,3.00E-07,10.45,13.39,6.98,5.64,9.015625,25.835938,31.515625,165.53125,247.04688,611.5469,623.4922
284.139008,15.2344656,284.139008,6.18E-06,3.31E-07,10.5,12.55,7.02,6.96,8.8828125,25.570312,31.21875,161.92188,238.41406,589.8203,601.96094
285.240906,23.6305294,285.240906,9.58E-06,1.11E-06,11.55,14.27,8.69,8.09,8.8125,25.40625,31,159.10156,231.03906,570.14844,581.4375
285.754272,26.2063389,285.754272,1.06E-05,1.11E-06,12.16,15.44,8.63,7.99,8.734375,25.203125,30.789062,156.99219,224.625,552.89844,563.0156
284.128784,11.2105598,284.128784,4.55E-06,8.49E-08,10.05,10.94,9.23,7.9,8.671875,25.117188,30.664062,156.19531,221.30469,538.90625,547.5625
282.194916,10.3364048,282.194916,4.19E-06,1.01E-08,8.84,9.79,7.43,6.89,9.6328125,28.125,33.25,162.15625,234.625,541.8047,542.8047
279.522339,35.1371078,279.522339,1.42E-05,1.30E-08,7.54,11.09,4.68,-0.71,10.8046875,32.390625,39.421875,183.4375,262.92188,584.3203,569.2969
278.117035,38.1422844,278.117035,1.55E-05,1.47E-13,5.81,7.93,3.05,-3.43,10.578125,31.515625,39.734375,207.11719,280.73438,641.27344,623.5078
278.60791,59.9963303,278.60791,2.43E-05,4.30E-07,6.7,11.16,2.39,-8.28,10.0625,29.46875,37.164062,208.50781,292.60156,669.46875,663.7578
276.663727,33.832653,276.663727,1.37E-05,5.71E-07,5.03,10.03,-1.47,-6.53,9.59375,27.679688,34.703125,197.00781,298.34375,672.3906,675.65625
278.506531,31.1316776,278.506531,1.26E-05,4.19E-07,5.64,9.75,-1.73,-1.91,9.1640625,26.296875,32.742188,183.625,290.8125,660.0625,669.02344
278.46817,20.1938229,278.46817,8.19E-06,1.72E-07,6.41,9.11,3.76,1.69,8.7890625,25.304688,31.273438,172.25781,274.47656,634.60156,648.4219
277.831848,17.1491337,277.831848,6.95E-06,8.03E-08,5.49,8.37,2.43,2.1,8.5078125,24.734375,30.445312,164.01562,257.3203,602.6094,618.6172
279.196106,18.4094963,279.196106,7.46E-06,1.34E-08,5.66,8.34,1.62,0.82,8.328125,24.203125,29.804688,158.46875,243.01562,573.22656,588.08594
277.147919,11.3352795,277.147919,4.60E-06,2.15E-09,4.99,8.45,1.3,1.84,8.1875,23.859375,29.359375,154.5,232.36719,549.58594,562.125
