time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,runoff
20210414,6.14010191,-0.532740712,1253.95288,54.2611122,302.79187,1.70E-06,0,1556.771,8.46E-06,288.383026,1556.74463,28.827177,0,13.6714811,288.383026,0,0,-12.2910585,1.17E-05,1.52E-06,0.026243515,971.9,14.95,17.34,13.66,0.59,11.84,2.04,-1.56,-1.15,6221746,7170868,23.90625,73.15625,89.53125,437.40625,594.125,1361.5938,1356.9062,1553.4688
20210415,6.19146919,0.939219296,1253.79126,73.9486847,301.831604,1.31E-06,0,1555.6405,1.50E-05,289.282043,1555.62292,48.1853638,0,5.04898977,289.282043,0,0,-19.7782574,1.95E-05,3.18E-06,0.017573701,972.72,15.8,20.06,12.01,2.66,11.72,1.88,-1.26,0.59,5895222,6791798,23.71875,73.28125,91.5625,484.59375,612.84375,1424.0625,1407.2188,1579
20210416,6.08288383,5.0535779,1253.60657,131.505783,301.935364,9.26E-07,0,1555.54907,1.45E-05,290.123627,1555.54175,53.9521523,0,29.1438847,290.123627,0,0,-43.3527298,2.19E-05,6.48E-06,0.007239821,975.52,16.86,21.33,12.76,0.13,12.7,1.22,0.69,-0.26,14510172,16727078,21.6875,67.28125,84.75,485.53125,631.375,1479.0312,1468.7812,1637.8438
20210417,6.15660191,9.17831898,1253.31738,91.4631271,300.919678,1.51E-06,0,1554.26001,1.11E-05,291.077972,1554.23669,40.5593719,0,20.2561531,291.077972,0,0,-21.4696636,1.64E-05,3.82E-06,0.023002664,975.05,17.32,20.09,14.79,3.11,14.88,1.36,-0.42,-0.8,7365612,8491418,20,61,76.6875,451.21875,629.96875,1483.4688,1487.5,1683.375
20210418,6.10127592,-4.22687483,1253.02161,70.6886139,301.319885,1.42E-06,0,1554.35059,1.16E-05,288.727783,1554.34167,38.3886681,0,15.5279617,288.727783,0,0,-20.9997158,1.56E-05,2.59E-06,0.00912801,971.77,15.91,17.89,13.64,1.09,12.53,1.75,-0.07,-1.65,5960348,6876646,18.34375,55.96875,70.375,417.6875,609.84375,1459.7188,1468.625,1684.5625
20210419,6.14850616,4.15351868,1252.67529,72.4776306,300.380035,3.53E-07,0,1553.07861,1.18E-05,289.777954,1553.0553,38.4391975,0,13.765995,289.777954,0,0,-16.1177101,1.56E-05,3.38E-06,0.023339737,967.3,15.66,17.21,14.3,3.55,12.62,1.48,-1.24,-0.53,2955124,3409694,16.53125,50.65625,63.96875,393.5625,581.75,1448.25,1454.0938,1663.8438
20210420,6.14174843,4.46069098,1252.35889,72.6031418,301.259491,1.94E-06,0,1553.64148,8.50E-06,290.355408,1553.61829,33.0074844,0,11.9441986,290.355408,0,0,-23.1879997,1.34E-05,2.94E-06,0.023030942,967.49,16.33,19.45,13.91,0.72,14.1,1.15,-0.34,-0.77,4256862,4915056,18.40625,55.90625,67.875,375.15625,550.34375,1415.9688,1429.7188,1645.4062
20210421,6.06656837,4.21836233,1252.047,101.249535,300.338593,1.07E-06,0,1552.39429,1.15E-05,290.978027,1552.38586,44.1165962,0,11.8752289,290.978027,0,0,-41.0376625,1.79E-05,5.32E-06,0.008628272,967.78,17.92,22.32,12.79,0.41,14.2,1.23,0.1,-0.99,11632952,13433906,20,60.53125,74.15625,383.5625,531.34375,1370.6875,1385.5625,1612.5
20210422,6.34498453,22.045557,1251.60449,158.517059,299.634796,8.51E-07,0,1551.2605,2.16E-05,294.803131,1551.23914,85.2824402,0,29.4538994,294.803131,0,0,-21.7290478,3.46E-05,1.21E-05,0.021262087,963.09,21.26,24.65,16.46,5.35,16.07,2.21,-1.03,-1.35,14206664,16409700,19,57.25,71.5625,388.125,525.78125,1353.8438,1359,1569.0938
20210423,6.87086344,0.969120622,1251.85168,52.5463791,308.74649,3.61E-06,0,1560.63062,1.08E-05,292.637177,1560.5979,40.3921394,0,5.25928354,292.637177,0,0,-5.93497467,1.64E-05,1.93E-06,0.032448556,961.34,18.77,21.69,15.05,16.21,17.22,3.22,-1.79,-1.88,2659942,3075430,19.875,58.375,72.03125,381.25,529.875,1364.9062,1363.5,1547.0938
20210424,6.31694984,-6.41792059,1253.63403,99.9740448,312.190155,1.59E-06,0,1565.83276,2.43E-05,289.900085,1565.8241,77.6229095,0,5.94264889,289.900085,0,0,-22.8306198,3.15E-05,5.60E-06,0.008488095,970.34,16.33,18.29,14.51,1.41,10.42,4.53,-3.68,-2.59,4706504,5441864,31.4375,86.15625,100.875,415.78125,546.96875,1396.7188,1389.2812,1559.9062
20210425,6.42883158,-8.94701767,1255.34546,36.7417068,311.294983,2.13E-06,0,1566.67456,7.53E-06,287.599731,1566.64038,25.9666119,0,5.65400887,287.599731,0,0,-14.0667267,1.05E-05,8.58E-07,0.034199808,974.36,13.97,15.36,11.94,4.36,12.03,2.7,-2.28,-1.22,2290014,2648100,34.25,93.875,115.34375,505.6875,585.15625,1464.4688,1445.9375,1609.5
20210426,6.13442039,9.27405071,1256.70374,183.152557,307.793304,6.53E-07,0,1564.50122,2.18E-05,291.62262,1564.49707,84.261322,0,36.5086365,291.62262,0,0,-53.1036377,3.42E-05,1.17E-05,0.004208199,973.23,17.98,22.59,13.61,0,12.98,1.55,-0.64,-1.06,17975412,20797160,34.71875,94.1875,115.34375,542.4375,649.6875,1601.3125,1563.75,1698.1875
20210427,6.09179068,11.8086414,1257.18665,186.121552,303.961182,1.72E-06,0,1561.15662,2.82E-05,293.42157,1561.14771,109.816391,0,12.8041496,293.42157,0,0,-51.6948929,4.45E-05,1.46E-05,0.008823672,974.16,20,24.56,15.06,1.09,13.47,2.48,-1.73,-1.05,18832564,21792740,32.09375,87.1875,107.84375,534.875,694.75,1769.75,1734.6875,1836.0625
20210428,6.00310898,0.442931563,1257.01575,155.662521,301.170746,3.28E-07,0,1558.19019,2.04E-05,291.527954,1558.1864,79.2748947,0,18.2443485,291.527954,0,0,-57.6980896,3.21E-05,1.14E-05,0.003700664,976.15,18.52,23.56,12.63,0,12.28,2.34,0.18,-0.18,18408856,21310940,32.8125,86.1875,104.5,507.9375,715.65625,1840.25,1831.6562,1983.3438
20210429,5.93721437,10.9405966,1256.5116,210.014984,298.178436,4.26E-08,0,1554.69092,2.14E-05,293.631317,1554.69019,93.5817642,0,35.2358093,293.631317,0,0,-70.2524261,3.79E-05,1.65E-05,0.000886176,969.1,19.59,25.24,14.56,0,14.48,1.69,-0.05,-0.9,22682204,26266384,30.84375,80.125,98.21875,482.875,708.375,1861.4688,1858.875,2058.0625
20210430,5.86462975,15.4421158,1255.76013,208.475662,294.889923,-1.28E-08,0,1550.65051,2.14E-05,295.638062,1550.6499,103.044212,0,26.2915478,295.638062,0,0,-63.692318,4.18E-05,2.04E-05,0.000430165,966.32,23.1,28.33,15.95,0,16.59,1.16,-0.42,-0.56,22281678,25811452,27.78125,71.9375,88.3125,446.15625,668.5,1827.6875,1842.1875,2076.3125
20210501,5.78460503,24.2968483,1254.87463,207.200638,291.511841,2.23E-07,0,1546.39062,2.82E-05,298.497528,1546.38647,132.110184,0,-1.37135398,298.497528,0,0,-52.1589966,5.36E-05,2.51E-05,0.004177565,964.15,25.74,30.89,20.54,0,18.8,1.98,-0.12,-1.53,22363026,25914812,24.90625,64.5,79.15625,408.1875,619.15625,1733.3438,1761.25,2033.5312
20210502,6.85890484,7.24462509,1253.75793,179.048447,297.254242,2.34E-06,0,1551.03247,3.26E-05,297.104218,1551.01221,138.181839,0,5.05688477,297.104218,0,0,-28.5763645,5.60E-05,2.11E-05,0.020227365,962.02,24.21,29.91,18.34,30.23,19.45,3.02,-0.55,-1.89,15022976,17414272,35.75,82.34375,93.96875,389.21875,575.03125,1636.4375,1663.0625,1941.2812
20210503,6.08512163,2.81034899,1253.90417,140.45134,304.838013,9.01E-07,0,1558.74768,2.44E-05,295.015808,1558.74231,92.5126648,0,2.24453688,295.015808,0,0,-42.882122,3.75E-05,1.22E-05,0.005534944,964.78,21.13,25.02,18.22,0.06,16.67,2.61,-1.58,-1.39,12771596,14813400,55.5,135.75,154.25,450.875,567.375,1591.5,1603.3125,1868.5938
20210504,6.10174322,-8.66164207,1254.17847,95.1203461,301.506989,1.09E-06,0,1555.69702,2.75E-05,291.943512,1555.68567,97.3965225,0,-19.7649727,291.943512,0,0,-26.1571465,3.95E-05,1.09E-05,0.011593148,972.14,20.62,25.35,16.34,0.96,11.41,3.14,-2.87,-0.38,12997770,15077904,53.75,136.25,164.59375,552.09375,616.3125,1657.9688,1639.25,1869.2812
20210505,6.1836338,-5.54412508,1254.16833,61.6263008,301.890228,1.14E-06,0,1556.07983,9.69E-06,290.404053,1556.05859,34.5206718,0,11.7451134,290.404053,0,0,-20.902853,1.40E-05,3.16E-06,0.02127685,973.09,16.68,17.83,14.99,2.47,13.72,1.17,0.13,0.24,4520340,5246234,47.21875,120.40625,145.5,535.46875,686.78125,1815.3438,1782.1875,1957.6875
20210506,6.11416101,2.30821085,1254.19409,118.798645,301.892578,1.67E-06,0,1556.09534,1.47E-05,292.146515,1556.08643,60.1308022,0,21.9103489,292.146515,0,0,-34.4483566,2.44E-05,8.03E-06,0.008688572,972.31,17.95,21.55,15.36,3.81,15.23,1.37,0.92,0.49,7642248,8873570,42.625,108.65625,131.34375,488.65625,689.3125,1899.8438,1897.3438,2095.8125
20210507,6.03221035,-2.52389836,1254.10156,104.121971,300.176239,-4.99E-08,0,1554.2804,1.20E-05,291.285217,1554.27759,46.3178825,0,15.9444494,291.285217,0,0,-44.3802719,1.88E-05,6.79E-06,0.002537827,970.23,18.67,23.35,13.02,0.01,15.25,1.71,0.96,-0.03,11621092,13498122,38.34375,97.875,118.40625,446.03125,639.15625,1820.25,1852.0625,2146.0312
20210508,5.93491554,11.6113672,1253.81372,184.037384,297.542908,3.71E-08,0,1551.3584,1.94E-05,294.350159,1551.35657,89.7378464,0,24.2090664,294.350159,0,0,-58.4757996,3.64E-05,1.69E-05,0.001709165,965.74,20.66,26.75,14.83,0,16.03,1.58,0.85,-0.55,20987146,24382290,34.4375,87.90625,106.53125,410.90625,584.46875,1683.2812,1720.8438,2051.5938
20210509,6.05288792,19.3506756,1253.30371,212.753876,294.664368,2.89E-07,0,1547.98254,2.47E-05,297.069,1547.96826,119.945038,0,18.9400215,297.069,0,0,-54.5171165,4.86E-05,2.36E-05,0.014392512,960.07,24.26,29.31,19.47,3.82,18.16,1.69,-0.77,-1.1,23040322,26775962,30.8125,78.71875,95.5,379.125,537.28125,1566.625,1597.375,1901.2188
20210510,7.07361174,0.186511934,1253.22546,57.1820869,307.14267,2.92E-06,0,1560.42908,7.91E-06,293.696381,1560.36816,31.7118015,0,7.62462378,293.696381,0,0,-17.6597881,1.29E-05,2.02E-06,0.060904719,960.48,20.53,23.23,18.98,49.47,18.6,1.49,-1.25,-0.36,5257068,6110572,27.5625,70.34375,85.40625,347.34375,495.90625,1480.5312,1505.3438,1792.3125
20210511,6.24891329,1.36647892,1254.90552,95.4600067,310.044647,2.65E-06,0,1564.96729,1.40E-05,293.664032,1564.9502,59.1749001,0,5.68501282,293.664032,0,0,-29.2327595,2.40E-05,7.33E-06,0.017073013,963.35,21.35,25.1,17.07,0.69,17.87,1.69,-0.39,-1.12,12965050,15081772,30.4375,72.65625,84.9375,322.4375,457.1875,1430.1562,1447.8438,1717.7188
20210512,6.18631887,10.4129505,1256.24902,106.303055,307.081024,1.87E-06,0,1563.34399,1.29E-05,295.292389,1563.33008,56.893486,0,9.08716488,295.292389,0,0,-29.9072895,2.31E-05,8.31E-06,0.013921393,961.53,22.43,25.83,19.7,0.84,18.57,1.51,-0.25,-1.01,14044512,16337144,32.875,79.25,91.46875,320.5,423.3125,1432.9375,1438.2812,1675.1562
20210513,6.46228886,9.59291935,1257.09021,121.255638,306.3974,2.78E-06,0,1563.51721,1.60E-05,296.10321,1563.48718,69.3288498,0,14.5020914,296.10321,0,0,-27.8329353,2.81E-05,9.31E-06,0.029642247,958.13,22.65,25.97,20.1,8.61,19.56,2.14,-0.33,-1.98,9826468,11437750,31.5,77.59375,90.71875,323.4375,404,1467.625,1468.9688,1669.3125
20210514,6.67092609,5.15434122,1258.10815,138.97847,309.215454,4.47E-06,0,1567.34363,2.36E-05,296.114471,1567.32373,97.9886856,0,12.3220406,296.114471,0,0,-23.5176296,3.97E-05,1.17E-05,0.020077068,955.69,22.19,26.07,16.95,16.19,18.92,3.27,-2.54,-1.17,9333740,10866588,33.09375,76.9375,89.53125,314.0625,399.46875,1479.7188,1486.4688,1687.5938
20210515,6.3477273,-9.20212364,1259.9126,102.841476,312.677887,2.56E-06,0,1572.59839,3.42E-05,292.080261,1572.59058,113.799271,0,-21.1214104,292.080261,0,0,-19.3693943,4.61E-05,9.37E-06,0.007939871,962.47,19.6,21.59,17.17,8.1,11.96,4.62,-4.57,0.53,5669582,6602544,48.375,105.375,116.21875,320.25,402.8125,1475.4688,1480.7188,1697.6562
20210516,6.14587641,2.901232,1261.37146,186.214813,307.244781,3.48E-07,0,1568.62927,2.72E-05,293.471069,1568.61633,115.163231,0,15.274209,293.471069,0,0,-52.8755798,4.67E-05,1.91E-05,0.013033939,968.85,20.45,25.19,16.68,2.06,12.4,2.63,-1.68,-1.16,20513630,23899596,51.40625,112.625,129.6875,374.28125,414.5625,1509.9375,1500.8125,1707.8125
20210517,6.11630058,4.62322617,1261.90625,149.134796,304.742096,1.38E-06,0,1566.66467,1.77E-05,293.901978,1566.64795,79.5133286,0,21.9129543,293.901978,0,0,-43.0809402,3.22E-05,1.32E-05,0.016361879,969.59,20.12,24.78,17.26,0.26,14.8,1.75,-0.14,-0.08,13743766,16015360,45.84375,101.96875,118.84375,401.1875,444.71875,1582.75,1567.0312,1758.1875
20210518,6.17071867,7.7826333,1261.91589,180.135086,302.174438,2.39E-06,0,1564.12463,2.15E-05,295.253143,1564.09021,103.924103,0,27.054184,295.253143,0,0,-41.3721008,4.21E-05,1.82E-05,0.034287263,965.74,21.46,25.06,18.31,1.02,16.33,1.74,-0.15,0.16,16139476,18812748,41.53125,91.875,107.0625,382.46875,471.8125,1624.9688,1620.9688,1827.1562
20210519,6.04619265,7.55329323,1261.7229,144.703476,301.060394,1.26E-06,0,1562.80188,1.61E-05,295.503754,1562.7832,78.0871201,0,19.3194427,295.503754,0,0,-39.7442093,3.17E-05,1.43E-05,0.018606722,965,22.05,25.84,18.62,0.41,17.06,1.14,0.65,0.62,14430380,16826060,42.84375,99.375,114.5625,368.84375,473.4375,1594.4062,1607.3125,1851.5625
20210520,6.07704687,5.53256845,1261.39099,87.3706131,299.773163,9.22E-07,0,1561.17773,1.08E-05,295.087921,1561.16418,47.3714943,0,10.5922031,295.087921,0,0,-23.8741531,1.92E-05,7.46E-06,0.013569363,964.27,21.89,25.23,19.7,0.01,18.93,1.44,1.12,-0.31,7663230,8938476,40.90625,97,114.4375,387.34375,465.78125,1560.75,1569.3125,1819.625
20210521,6.24376917,1.89529848,1261.02405,81.9319305,300.278778,2.40E-06,0,1561.33301,1.42E-05,294.498535,1561.30298,59.3311653,0,2.60453176,294.498535,0,0,-18.1019402,2.41E-05,7.50E-06,0.030137805,962.5,21.36,23.9,19,2.18,18.49,1.85,-1.11,-1.16,3593014,4191116,37.09375,88.03125,104.4375,387.71875,466.75,1588.625,1583.5312,1791.1875
20210522,6.08880091,-3.1211803,1260.75867,93.247879,301.066406,3.64E-06,0,1561.84033,1.97E-05,293.711243,1561.82495,78.4637451,0,3.53170109,293.711243,0,0,-14.3811865,3.18E-05,8.52E-06,0.015264033,964.56,20.13,23.17,15.13,3,15.67,3.39,-3,-0.47,5069878,5917208,33.4375,79.84375,94.75,368.0625,475.59375,1630.25,1626.375,1805.5312
20210523,5.98646402,-4.04147863,1260.4458,96.6979599,299.182251,2.42E-07,0,1559.63379,1.67E-05,291.873016,1559.62805,65.8944626,0,6.96188307,291.873016,0,0,-27.8806992,2.67E-05,9.75E-06,0.005743106,972.16,19.26,23.26,15.32,0.33,13.66,2.49,-0.91,-0.94,11433282,13349104,35.8125,86.625,99.625,356.375,478.5625,1643.25,1644,1826.4062
20210524,6.01938152,0.576141596,1259.99976,122.861008,297.707855,1.08E-06,0,1557.72266,1.33E-05,292.707245,1557.70764,60.4582405,0,21.8345089,292.707245,0,0,-39.9920006,2.45E-05,1.02E-05,0.01504301,971.73,20.03,23.9,16.8,0.99,15.81,1.76,1.42,-0.21,17310740,20215104,33.75,82.78125,97.84375,363.78125,470.59375,1662.4688,1659.0625,1833.9375
20210525,6.37561274,-4.81869125,1259.547,46.5615005,299.843414,2.64E-06,0,1559.43469,8.38E-06,291.025085,1559.39038,33.9557838,0,1.3533411,291.025085,0,0,-16.0727081,1.38E-05,2.75E-06,0.044288024,966.69,17.92,19.34,15.71,5.26,15.46,1.7,-1.27,-1.01,2658288,3104868,30.375,74.40625,88.21875,354.3125,463.03125,1677.9062,1680,1851.0625
20210526,6.0989995,-0.069856226,1259.35132,91.4573822,301.743439,1.29E-06,0,1561.10681,1.06E-05,291.87265,1561.09473,45.7610435,0,11.5944672,291.87265,0,0,-34.169796,1.86E-05,6.64E-06,0.012038527,968.41,18.6,22.75,15.65,0.02,15.3,1.65,0.93,-0.01,9538740,11143416,29,72.25,84.875,334.375,457.96875,1653.5938,1663.75,1857.25
20210527,6.06587219,9.00290298,1259.13367,104.043289,300.21875,1.31E-07,0,1559.3667,1.06E-05,293.881012,1559.35242,48.4956665,0,15.8415852,293.881012,0,0,-30.6995544,1.97E-05,8.97E-06,0.014226178,967.58,20.67,23.7,18.06,0.88,16.87,1.32,0.27,-1.17,11410446,13334720,26.46875,66.375,79.125,321.375,441.3125,1620.4375,1632.4688,1833.7188
20210528,5.98453188,8.69366646,1258.77283,128.996613,298.150238,9.06E-07,0,1556.92834,1.58E-05,295.457092,1556.92273,92.5948868,0,-18.3437405,295.457092,0,0,-46.0494118,3.75E-05,2.08E-05,0.005291748,966.71,21.9,26.3,17.69,0.01,17.23,1.43,1.06,-0.06,13065746,15274132,23.75,59.4375,71.09375,300.84375,417.8125,1560.875,1581.25,1793.4062
20210529,5.92585897,7.51453638,1258.25928,135.681473,295.91037,5.13E-07,0,1554.17358,1.54E-05,295.260223,1554.17004,76.3104706,0,15.3471451,295.260223,0,0,-36.5067711,3.09E-05,1.50E-05,0.0038635,965.52,21.99,26.63,17.19,0,18.03,1.8,1.58,0.29,15095782,17651120,21.28125,53.28125,63.8125,274.71875,392.71875,1473.5,1499.9375,1725.0625
20210530,5.87812614,10.8759642,1257.56445,148.138763,293.610016,4.61E-09,0,1551.1792,1.54E-05,296.562347,1551.17456,82.6348343,0,18.0191212,296.562347,0,0,-36.6050568,3.35E-05,1.81E-05,0.004727631,962.41,23.06,26.85,18.36,0,18.94,1.37,0.21,-0.82,15520940,18153696,19.125,48.34375,57.875,249.40625,364.21875,1377.25,1405.2188,1630.0312
20210531,5.7970643,17.0528793,1256.65869,198.480255,290.597656,8.66E-07,0,1547.26624,1.99E-05,298.967255,1547.25635,121.4972,0,14.7325182,298.967255,0,0,-45.1998215,4.93E-05,2.85E-05,0.009856142,961.15,26.2,30.12,22.37,1.36,20.4,1.33,-0.45,-0.38,19583694,22910948,17.25,44,52.9375,228.3125,334.5625,1285.2188,1312.0312,1526.25
20210601,5.80718279,7.70678186,1255.50085,116.823006,288.975586,4.49E-07,0,1544.48596,1.19E-05,297.575073,1544.47705,66.7789078,0,6.11375999,297.575073,0,0,-36.2179298,2.71E-05,1.47E-05,0.009460511,961.93,25.78,30.2,21.71,0.4,21.11,1.16,-0.25,-0.59,18682008,21860824,16.1875,41.21875,49.6875,212.40625,310.875,1209.5,1231.875,1428.9062
20210602,5.89342737,3.45008063,1254.17712,137.138535,287.903595,4.62E-06,0,1542.1012,1.90E-05,297.556519,1542.08081,100.384834,0,8.71770477,297.556519,0,0,-24.5994396,4.07E-05,1.70E-05,0.020543886,962.89,24.25,28.4,17.78,2.33,19.49,2.88,-0.91,0.33,12214294,14298036,15.0625,38.90625,47.34375,202.21875,294.625,1180.3438,1188.125,1352.0312
20210603,5.82654142,-14.9412775,1252.87012,70.4212723,288.549377,3.11E-07,0,1541.42273,1.27E-05,291.923859,1541.41968,52.0251007,0,-10.7781162,291.923859,0,0,-44.1152115,2.11E-05,8.10E-06,0.003216613,969.87,19.33,23.64,15.53,0,15.25,2.2,0.01,-0.21,5203844,6094460,14.9375,40.6875,49.875,197.5,281.875,1203.9062,1200.3438,1322.8438
20210604,5.68772411,6.35477686,1251.54883,227.315994,286.139496,-2.90E-09,0,1537.68933,2.00E-05,295.243958,1537.68835,115.74308,0,34.6993446,295.243958,0,0,-70.5130005,4.69E-05,2.70E-05,0.000961471,965.79,22.02,26.9,17.28,0,16.69,1.82,1.39,-0.65,24035070,28150160,13.9375,39.34375,49.71875,200.8125,273.90625,1237.9062,1231.0938,1343.3438
20210605,5.59973288,7.00821114,1250.021,227.477646,282.900299,1.74E-08,0,1532.92212,2.23E-05,296.285278,1532.92126,133.519028,0,13.1164494,296.285278,0,0,-73.8334122,5.41E-05,3.18E-05,0.000818233,962.01,23.85,30.07,16.57,0,17.21,1.85,1.05,-0.33,24121540,28259660,12.65625,36.5,46.4375,201.8125,265.96875,1270.5938,1266.3438,1385.0312
20210606,5.55264807,16.3700085,1248.27344,182.749634,280.244171,6.60E-09,0,1528.51807,2.12E-05,298.198883,1528.51758,116.230087,0,4.83492422,298.198883,0,0,-45.3092384,4.71E-05,2.60E-05,0.000537349,961.34,25.97,31.54,21.75,0,19.47,1.63,-0.73,-1.01,18168618,21290288,11.84375,34.59375,43.8125,195.6875,261.03125,1263.2812,1270.0312,1415.0312
20210607,5.5036149,13.8205023,1246.36475,156.924774,277.999634,2.03E-09,0,1524.36499,2.07E-05,299.346436,1524.36438,110.372757,0,-1.0717721,299.346436,0,0,-33.8048401,4.47E-05,2.41E-05,0.000559797,964.21,27.03,32.02,22.22,0.01,19.78,1.75,1.52,0.3,17471406,20479848,11.03125,33.09375,41.875,187.875,255.96875,1222.9062,1237.0938,1405.0312
20210608,5.70115232,-3.11554432,1244.35242,86.6845856,277.267914,1.34E-06,0,1521.63696,1.87E-05,296.236725,1521.62024,80.9664001,0,-10.8718271,296.236725,0,0,-19.7142391,3.28E-05,1.28E-05,0.016662346,966.05,24.05,28.71,19.37,9.04,17.22,2.43,-0.03,1.91,11124256,13040572,10.21875,31.65625,40,181.59375,248.375,1178.8438,1192.75,1364.8438
20210609,6.10655546,-6.91709423,1242.64355,63.0511513,285.139923,2.76E-06,0,1527.80701,7.99E-06,293.464294,1527.78406,36.4069443,0,5.86037827,293.464294,0,0,-27.6959915,1.48E-05,4.01E-06,0.02353402,966.19,20.01,22.04,17.98,24.93,18.04,1.15,-0.07,0.05,4834416,5673368,9.625,30.53125,38.5,177.71875,240.21875,1147.1875,1159.1875,1324.75
20210610,5.69647026,7.79962635,1241.32544,141.046616,284.384735,5.44E-07,0,1525.71667,1.43E-05,296.296082,1525.70996,79.3365173,0,17.2889786,296.296082,0,0,-36.6174316,3.22E-05,1.73E-05,0.006440288,964.62,23,26.83,18.87,0.15,19.28,1.45,0.51,-0.5,13518628,15861404,9.25,29.75,37.375,173.1875,233.34375,1108.9062,1123.4688,1294.4062
20210611,5.67319345,12.6754589,1239.92175,179.31601,282.571136,2.70E-06,0,1522.50708,1.78E-05,298.163483,1522.49292,107.736137,0,20.0863705,298.163483,0,0,-38.8157654,4.37E-05,2.32E-05,0.014167352,964.23,24.79,28.6,21.46,0.52,20.44,1.36,0.29,-0.86,17071276,20034100,9,29.09375,36.40625,168.25,227.46875,1058.0312,1075.2188,1254.2812
20210612,6.01126242,14.2707539,1238.41101,148.574951,282.363464,1.73E-06,0,1520.82056,1.58E-05,299.390717,1520.77466,92.3895264,0,17.0688,299.390717,0,0,-24.845541,3.75E-05,1.99E-05,0.046031542,962.11,26.22,29,23.37,5.28,22.2,1.75,-0.09,-0.87,13754704,16145592,8.8125,28.84375,36.15625,164.34375,223.03125,1009.09375,1026.4062,1201.5625
20210613,5.99893093,14.7492847,1237.13916,152.639801,286.957245,6.40E-06,0,1524.14624,1.66E-05,300.569214,1524.09656,107.935928,0,6.22916985,300.569214,0,0,-23.7223377,4.38E-05,2.08E-05,0.049815841,957.13,26.83,30.29,24.15,5,24.09,1.74,-0.63,-1.09,13567124,15927280,8.90625,29.09375,36.5,162.90625,226.125,982.75,994.4375,1164.4688
20210614,5.86470509,8.44476891,1236.08887,90.3614883,287.368317,4.62E-06,0,1523.48779,1.31E-05,299.802399,1523.45728,74.9085693,0,-7.99556541,299.802399,0,0,-15.0034294,3.04E-05,1.27E-05,0.03062287,953.93,27.25,31.13,24.16,6.61,23.85,2.25,-0.74,-0.67,10262556,12051012,24.46875,51.03125,54.875,172.8125,248.96875,982.1875,986.84375,1186.1875
20210615,5.98590851,11.7799988,1235.08972,124.659271,287.889984,4.73E-06,0,1523.01526,1.53E-05,300.792297,1522.97949,93.3492355,0,-0.300135702,300.792297,0,0,-19.8302402,3.78E-05,1.78E-05,0.035467755,954.56,27.43,30.59,25.17,5.48,24.84,1.5,-0.37,-0.26,11965704,14056956,50.09375,104.625,112.59375,245.9375,314.375,1051.6562,1028.875,1279.6875
20210616,6.08701134,-0.088082843,1234.07788,125.183426,288.720703,6.20E-06,0,1522.81921,2.21E-05,299.386353,1522.79846,118.076294,0,-12.8638897,299.386353,0,0,-20.0690556,4.79E-05,1.96E-05,0.020672252,958.27,25.84,29.44,21.89,10.31,21.12,3.76,-3.71,0.09,13386448,15728896,70.4375,153.625,174.59375,390.1875,455.8125,1244.5,1184.2188,1459.1562
20210617,6.77854586,-15.9586067,1233.28857,74.3940887,297.160736,6.11E-06,0,1530.48779,1.63E-05,293.616455,1530.4491,69.6011047,0,14.7231207,293.616455,0,0,-6.03313303,2.82E-05,5.78E-06,0.038426697,961.78,20.92,23.28,18.84,10.54,17.87,3.09,-3.03,0.09,5081616,5971528,82.8125,182.125,210.65625,531.5,686.34375,1578.125,1482.625,1735.25
20210618,6.04900312,-4.27849436,1233.70483,112.414207,300.486023,2.74E-06,0,1534.2041,1.61E-05,294.210358,1534.19116,76.5362015,0,19.1928158,294.210358,0,0,-20.9614334,3.10E-05,1.22E-05,0.013148163,962.5,21.53,24.76,19.63,0.1,17.49,1.33,-0.89,-0.71,10662692,12544240,85.75,192,223.15625,612.46875,909.3125,1985.0625,1890.2812,2145.8125
20210619,5.95399141,5.39307785,1233.80725,129.469009,297.348663,3.75E-07,0,1531.16309,1.60E-05,295.872437,1531.15601,81.7394028,0,20.3814316,295.872437,0,0,-21.9514275,3.31E-05,1.68E-05,0.007186767,961.31,22.3,25.35,20.48,0,17.98,1.42,-0.99,-0.77,12532390,14746276,78.25,176.34375,207.46875,615.8125,993,2223.0312,2191.6562,2619.125
20210620,5.92351437,5.74958277,1233.51758,107.979088,294.949646,7.43E-07,0,1528.4751,1.34E-05,296.633972,1528.46716,69.7753677,0,14.0905495,296.633972,0,0,-18.3625774,2.83E-05,1.42E-05,0.007762318,961.06,24.39,27.72,21.88,0.08,20.08,1.35,-0.73,-0.98,15509820,18250844,70.03125,157.96875,186.375,566.125,964.09375,2195.125,2217.4375,2791.6875
20210621,5.82617664,8.63751888,1233.00415,188.397537,291.397461,3.57E-08,0,1524.40747,1.62E-05,298.299347,1524.40149,117.006554,0,16.2904739,298.299347,0,0,-46.4601784,4.74E-05,3.12E-05,0.005819086,962.55,25.26,29.5,20.87,0,20.34,1.03,0.62,-0.25,19350980,22776892,62.53125,141.125,165.90625,509.1875,892.90625,2060.5938,2099.8438,2706.0625
