time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,runoff
20151210,4.5210557,2.94612193,548.65686,89.2741547,212.228561,1.19E-06,0,760.894043,6.92E-06,280.07428,760.885498,21.8898125,0,33.901062,280.07428,0,0,-30.528511,8.87E-06,7.68E-07,0.008606823,875.15,5.37,9.64,0.04,0.89,2.26,1.37,1.12,-0.55,8031124,8911660,8.734375,25.203125,30.789062
20151211,4.71867228,-10.7591038,548.19928,22.4215736,213.347931,2.90E-06,0,761.574341,4.01E-06,278.167816,761.547058,17.4798794,0,13.805706,278.167816,0,0,-1.89938486,7.09E-06,1.74E-07,0.027141877,873.36,4.21,5.69,2.31,2.49,1.93,1.49,1.1,-0.97,2228856,2470672,8.671875,25.117188,30.664062
20151212,4.91723061,-15.080534,548.073853,19.6118908,216.68959,3.94E-06,0,764.796753,4.12E-06,276.379822,764.763367,20.0987148,0,8.23885632,276.379822,0,0,-6.35998344,8.15E-06,8.79E-08,0.033307925,876.8,1.96,3.55,-0.13,7.02,1.14,1.19,-0.85,-0.01,1501570,1662968,9.6328125,28.125,33.25
20151213,4.55139589,-20.5628185,548.412354,65.1907425,216.8983,1.22E-06,3.47E-07,765.313354,1.53E-05,274.29718,765.310547,41.8829498,3.26E-15,-21.0363693,274.29718,0,5.21E-05,-64.9109879,1.70E-05,4.76E-07,0.002651982,882.76,-1.31,3.16,-5.32,0.82,-6.92,2.21,-2.13,0.44,5917244,7439936,10.8046875,32.390625,39.421875
20151214,4.53709126,-16.5737286,548.547791,42.514473,215.601746,1.38E-06,0.000529628,764.232727,1.48E-05,273.505005,764.149536,40.3868027,3.03E-09,-31.8447418,273.505005,3.28E-07,0.079444394,-49.6190491,1.67E-05,1.72E-07,0.003700687,885.26,-1.65,1.06,-4.26,0.76,-9.84,1.84,-1.8,0.3,4164046,5335644,10.578125,31.515625,39.734375
20151215,4.44732046,-19.9044952,548.454773,108.722488,214.038284,3.76E-08,0.000333759,762.543701,1.67E-05,272.668518,762.49292,42.4356041,3.59E-08,-9.76898193,272.668518,2.86E-07,0.050064124,-95.1514587,1.75E-05,4.87E-07,0.000597637,888.34,-1.95,2.22,-4.79,0,-12.8,2.07,-2.01,0.44,8364538,10767644,10.0625,29.46875,37.164062
20151216,4.48665237,-27.7227135,548.153259,115.534859,213.015366,3.36E-08,0.000239812,761.20636,7.60E-06,271.271515,761.168579,19.5829239,5.37E-08,32.6960678,271.271515,3.73E-08,0.035972066,-90.8551407,7.98E-06,3.09E-07,0.001795142,886.33,-1.39,2.16,-4.52,0,-12.15,0.92,-0.44,-0.32,9499558,12111132,9.59375,27.679688,34.703125
20151217,4.4796524,-7.09187508,547.757019,97.1003647,212.483994,5.33E-07,0.000195878,760.278442,7.56E-06,272.600037,760.241028,20.6683426,1.11E-09,18.9862556,272.600037,6.07E-08,0.029381996,-64.3574905,8.44E-06,2.85E-07,0.008081025,883.15,-0.07,3.63,-4.21,0.35,-8.08,1.46,0.68,-0.51,8206194,10370500,9.1640625,26.296875,32.742188
20151218,4.52204084,2.90555072,547.316467,88.0442886,212.256882,7.53E-07,0.000207523,759.643066,4.88E-06,274.088135,759.573242,14.6867332,4.69E-08,32.7970352,274.088135,8.22E-09,0.031128975,-37.5904884,5.96E-06,3.24E-07,0.038603503,883.16,0.4,3.39,-3.53,0.65,-5.92,0.53,-0.3,0.19,7473254,9463660,8.7890625,25.304688,31.273438
20151219,4.50816679,-12.7355423,546.889709,75.815094,212.299835,2.10E-06,0.000700259,759.30658,5.19E-06,273.087524,759.189575,18.544302,0,26.0087872,273.087524,9.07E-08,0.105041146,-43.6286659,7.61E-06,2.27E-07,0.011960447,881.74,0.06,2.88,-2.42,0.27,-4.98,1.12,0.98,0.12,5377036,6927848,8.5078125,24.734375,30.445312
20151220,4.53340197,-2.56128025,546.478455,41.2743607,212.292664,1.53E-06,0.000703646,758.90802,3.66E-06,273.932495,758.770996,12.9947948,0,13.5424786,273.932495,9.27E-08,0.105549581,-16.9253559,5.36E-06,7.80E-08,0.031398341,877.35,0.36,2.05,-1.96,0.46,-3.09,1.45,1.36,-0.29,3736224,4800548,8.328125,24.203125,29.804688
20151221,4.5144577,-6.31256866,546.091736,52.6057854,212.334915,1.93E-06,0.000452695,758.511536,3.28E-06,274.437927,758.426575,13.3249826,5.47E-10,8.19218922,274.437927,4.95E-09,0.067906097,-37.2467003,5.41E-06,1.98E-07,0.016980728,878.32,1.25,3.9,-2.65,0.23,-2.41,0.52,-0.2,0,3635430,4694764,8.1875,23.859375,29.359375
20151222,4.49348402,-2.08743382,545.707764,84.2186203,212.075119,4.86E-07,0.000258969,757.829529,4.69E-06,275.313538,757.782837,13.7276382,2.06E-07,27.4402332,275.313538,6.86E-09,0.038846586,-45.0134964,5.57E-06,3.86E-07,0.007830379,878.89,1.43,4.51,-3.19,0.25,-2.44,0.58,-0.11,0,6491264,8206672,8.171875,23.71875,29.109375
20151223,4.45553923,-2.68826818,545.312134,48.0107117,211.731186,1.47E-06,0.000118587,757.067627,1.03E-05,275.810394,757.043213,29.7723846,1.70E-10,-11.1043653,275.810394,2.76E-08,0.017788634,-31.883543,1.21E-05,2.71E-07,0.006541938,880.38,0.38,4.03,-2.66,0.23,-3.22,1.47,-1.36,0.21,3720470,4619788,8.09375,23.539062,28.914062
20151224,4.37686729,-12.4486866,544.858582,83.4550629,210.598648,7.09E-08,0,755.457764,1.52E-05,274.278748,755.457092,39.1934586,0,-12.9853868,274.278748,0,0,-69.7020645,1.59E-05,6.39E-07,0.000554784,886.08,-0.52,3.54,-2.85,0,-9.36,1.72,-1.63,-0.05,7860832,9638084,7.96875,23.289062,28.632812
20151225,4.41796017,-12.4375296,544.30426,103.72319,209.900925,6.14E-10,0,754.205383,7.55E-06,273.734711,754.205261,20.0888939,0,13.5857468,273.734711,0,0,-82.4867096,8.14E-06,5.93E-07,0.000162167,881.35,1.27,5.69,-2.65,0,-7.9,0.81,0.19,-0.3,9866552,11917232,7.875,23.039062,28.328125
20151226,4.39186382,-2.01945662,543.713745,108.287315,209.46106,5.34E-10,0,753.174927,1.05E-05,275.077179,753.174805,27.5418091,0,-11.2873478,275.077179,0,0,-94.0522614,1.12E-05,6.17E-07,0.000119951,880.8,1.17,6.26,-2.47,0,-5.12,0.97,-0.7,-0.06,9721518,11509468,7.8046875,22.828125,28.0625
20151227,4.39262772,-5.6665802,543.092163,103.321495,208.935028,2.00E-10,0,752.027283,8.26E-06,274.907593,752.027222,21.9292164,0,1.90666056,274.907593,0,0,-85.1523972,8.89E-06,6.26E-07,9.19E-05,884.95,1.77,6.88,-2.33,0,-5.29,0.87,-0.47,-0.01,9977494,11600264,7.7421875,22.625,27.804688
20151228,4.41006327,-4.01165867,542.448364,86.095726,208.714951,1.08E-10,0,751.163391,5.50E-06,275.004181,751.163208,14.4991236,0,6.5036931,275.004181,0,0,-69.102478,5.88E-06,3.78E-07,8.05E-05,886.26,2.28,6.49,-1.98,0,-3.86,0.7,-0.17,0.08,9516834,10913532,7.671875,22.40625,27.539062
20151229,4.35851622,-3.91563249,541.804382,112.238503,208.28244,1.76E-10,0,750.086853,1.12E-05,275.368835,750.086792,29.3219223,0,2.35376,275.368835,0,0,-84.4777603,1.19E-05,6.97E-07,6.67E-05,886.02,1.99,6.86,-1.75,0,-6.03,0.95,-0.61,-0.23,10606412,12037784,7.6015625,22.195312,27.273438
20151230,4.38103294,-5.55373049,541.133972,101.362465,207.83847,3.84E-11,0,748.972473,6.07E-06,275.304199,748.972412,16.6854973,0,17.1948471,275.304199,0,0,-73.0350342,6.76E-06,6.94E-07,5.75E-05,885.54,2.79,8.11,-1.3,0,-4.15,1.02,0.49,-0.43,10580930,11911820,7.5390625,21.992188,27.023438
20151231,4.46137571,6.58837175,540.458801,42.5788078,208.151779,1.61E-06,0,748.643005,3.02E-06,277.063751,748.610779,11.8606691,0,12.9484854,277.063751,0,0,-11.1735754,4.81E-06,1.87E-07,0.032393355,884.16,3.01,5.82,-0.91,0.92,0.2,1.45,1.31,0,5070280,5675888,7.5234375,21.90625,26.90625
20160101,4.41482019,-7.1954217,539.899841,94.8125153,208.366943,6.74E-07,0,748.272339,4.07E-06,276.436157,748.266907,13.0786076,0,17.8662872,276.436157,0,0,-71.0681305,5.30E-06,5.61E-07,0.005584514,881.7,2.81,7.95,-1.55,0,-0.63,0.86,0.22,-0.33,9494172,10575980,7.7421875,22.0625,27.023438
20160102,4.42335749,-1.90827239,539.430481,67.9378433,208.432251,1.63E-08,0,747.863953,3.23E-06,276.563171,747.862732,8.76735973,0,6.95532274,276.563171,0,0,-54.1227608,3.55E-06,3.10E-07,0.001238107,878.67,2.62,7.82,-2.57,0,0.13,0.78,-0.04,-0.06,9871444,10963732,7.78125,22.296875,27.226562
20160103,4.34239388,4.61293364,538.974121,104.617508,207.975693,9.39E-09,0,746.950195,1.26E-05,278.531952,746.949707,33.3804512,0,7.71119165,278.531952,0,0,-58.9113998,1.35E-05,9.58E-07,0.000394796,878.23,3.69,8.73,-2.84,0,-2.97,1.27,-1.11,-0.08,9437046,10462520,7.796875,22.40625,27.320312
20160104,4.37495613,2.98782134,538.47644,98.0560379,207.450668,1.28E-07,0,745.932678,6.42E-06,278.592041,745.927185,18.1598759,0,18.7773514,278.592041,0,0,-58.1246529,7.36E-06,8.11E-07,0.005563501,877.43,3.62,9.54,-1.36,0.13,-2.2,0.93,0.04,-0.47,10250066,11350972,7.7421875,22.289062,27.210938
20160105,4.44528675,-4.70740652,537.974304,40.4649429,207.832535,1.60E-06,0,745.8302,2.76E-06,277.51178,745.806763,11.2172232,0,11.3838615,277.51178,0,0,-22.5753098,4.55E-06,1.84E-07,0.023364672,878.66,1.97,5.16,-1.83,0.39,-1.03,0.9,-0.71,-0.31,4252484,4712412,7.578125,22.109375,27.015625
20160106,4.39393902,-3.32508898,537.515015,86.847435,207.753128,9.13E-07,0,745.275024,8.52E-06,277.676086,745.268005,24.6474686,0,15.1799316,277.676086,0,0,-50.3464432,9.99E-06,5.64E-07,0.006887404,882.77,2.18,7.29,-2.02,1.91,-3.1,1.44,-1.37,-0.31,8694658,9634344,7.4765625,21.757812,26.6875
20160107,4.40268612,-11.3777027,537.067688,94.7827225,207.759369,7.33E-07,0,744.831848,4.80E-06,275.868469,744.826782,14.760088,0,35.8458061,275.868469,0,0,-55.5566902,5.98E-06,4.47E-07,0.004833412,881.33,1.57,6.38,-1.62,0.09,-3.08,0.98,0.3,-0.23,7946410,9266020,7.46875,21.617188,26.484375
20160108,4.42223692,-3.49662161,536.634277,40.4779587,207.84169,1.08E-06,0,744.504761,2.62E-06,276.065338,744.476013,9.45978737,0,17.5059776,276.065338,0,0,-17.0057945,3.84E-06,1.30E-07,0.028820289,878.06,2.28,4.94,-1.1,0.31,-1.04,0.85,0.55,0.12,6359918,7300444,7.3828125,21.34375,26.210938
20160109,4.41007757,-2.54167342,536.2276,56.7459297,207.924454,1.78E-06,0,744.167297,3.77E-06,276.926331,744.151917,14.3388205,0,16.7247734,276.926331,0,0,-28.2253685,5.81E-06,2.56E-07,0.015264166,877.55,2.56,5.61,-0.92,0.31,-0.83,0.63,-0.07,0.14,5450818,6213748,7.3125,21.125,25.914062
20160110,4.41293907,-10.1123705,535.83374,68.7230911,207.865417,1.97E-06,0,743.714233,8.57E-06,275.968536,743.699158,27.0666237,0,10.7796354,275.968536,0,0,-40.9976997,1.10E-05,4.27E-07,0.015075982,879.87,1.64,5.62,-1.47,0.78,-5.56,1.64,-1.5,-0.55,6427954,7275280,7.2421875,20.945312,25.695312
20160111,4.53853512,-3.86381626,535.452942,47.7523766,208.401382,1.96E-06,0,743.882263,4.02E-06,275.400787,743.854187,15.0470266,0,24.6262321,275.400787,0,0,-11.9346809,6.10E-06,1.16E-07,0.027964016,878.12,0.72,3.19,-1.09,2.33,-2.75,1.02,0.06,-0.45,3748072,4308972,7.1875,20.789062,25.5
20160112,4.49333477,-19.7845383,535.211548,42.8400383,209.483414,1.54E-06,7.66E-07,744.706421,5.71E-06,273.168671,744.694946,18.1598911,1.44E-09,-0.554831028,273.168671,0,0.000114969,-45.0279465,7.36E-06,1.05E-07,0.01136716,880.95,-1.08,2.67,-4.02,0.53,-6.32,1.48,-1.35,-0.53,4350016,5395584,7.25,21.015625,25.726562
20160113,4.40095949,-6.59578466,535.035217,108.020287,209.0186,1.64E-07,6.13E-08,744.056641,7.99E-06,273.953583,744.053711,20.8980312,2.97E-09,20.635685,273.953583,0,9.19E-06,-73.0821533,8.47E-06,3.21E-07,0.002815407,879.87,-0.59,3.73,-4.08,0,-8.13,0.98,-0.9,-0.07,9334772,11463372,7.109375,20.65625,25.453125
20160114,4.36789131,-20.7940502,534.789795,121.390999,208.262192,1.43E-08,0,743.052429,9.13E-06,272.513947,743.05188,23.6111355,0,30.6025543,272.513947,0,0,-87.974823,9.57E-06,4.24E-07,0.000417573,877.23,0.53,4.42,-3.68,0,-10.59,1.05,-0.39,-0.2,11010626,13254640,7.015625,20.335938,25.015625
20160115,4.40762138,6.62880993,534.478882,84.8268051,207.975494,4.59E-07,0,742.463501,3.77E-06,274.341217,742.454102,10.7965527,0,28.1431065,274.341217,0,0,-39.2488937,4.38E-06,1.49E-07,0.009178462,872.45,1.17,4.7,-1.82,0.12,-3.34,1.34,0.69,-0.13,8125424,9635448,6.953125,20.125,24.742188
20160116,4.36039448,-4.14982653,534.151855,76.1058121,207.627289,6.32E-07,0,741.781738,9.64E-06,275.186218,741.779236,26.3969269,0,-18.0359116,275.186218,0,0,-71.9007034,1.07E-05,4.28E-07,0.002576953,874.92,0.8,7.05,-4.4,0,-7.87,1.71,-1.6,-0.47,9962142,11639580,6.8828125,19.945312,24.515625
20160117,4.36359262,1.39776266,533.784546,107.386971,207.110489,6.33E-07,1.88E-07,740.899719,7.52E-06,275.602386,740.89502,20.9702606,0,39.5876999,275.602386,0,2.82E-05,-45.4252129,8.50E-06,3.51E-07,0.004684933,875.84,0.44,5.45,-3.89,0,-7.43,1.14,-0.33,-0.27,11383956,13125996,6.8203125,19.765625,24.296875
20160118,4.34835482,-6.28220367,533.383423,101.992233,206.732468,1.07E-07,0,740.119446,7.51E-06,274.966034,740.115784,19.6657639,0,39.4895859,274.966034,0,0,-49.1187782,7.97E-06,3.58E-07,0.00353539,878.01,0.41,4.09,-4.13,0.01,-8.61,1.23,-0.88,-0.65,10672058,12220980,6.7578125,19.578125,24.070312
20160119,4.53674459,-7.26624537,532.962402,44.4444542,207.374542,2.01E-06,9.53E-05,740.364319,7.01E-06,274.389496,740.336914,22.4848728,0,18.2940617,274.389496,3.75E-08,0.014294853,-10.8306427,9.15E-06,9.98E-08,0.013042885,877.22,0.35,3.05,-2.87,2.56,-4.22,1.55,0.02,-0.42,4660168,5326740,6.6953125,19.382812,23.835938
20160120,4.37757444,-14.4832163,532.657898,98.3654938,207.747925,9.72E-07,0.000793044,740.531433,9.20E-06,273.01767,740.405762,25.6468067,0,36.8610039,273.01767,2.91E-07,0.118956871,-49.4985085,1.07E-05,2.25E-07,0.006672435,880.48,-0.76,2.17,-3.46,0.19,-8.49,1.73,-1.34,-0.41,7053534,8735696,6.6328125,19.460938,24.09375
20160121,4.39048338,-7.55258608,532.371582,105.668655,207.460205,9.37E-07,0.001227717,740.020386,1.08E-05,273.666443,739.831665,29.5577793,4.83E-07,36.0909767,273.666443,9.31E-07,0.184158981,-44.8036194,1.29E-05,2.39E-07,0.004458691,879.04,0.03,4.44,-4.99,1.77,-5.89,2.61,-0.06,-0.36,8601374,10566508,6.5703125,19.125,23.734375
20160122,4.28447247,-85.4500122,532.061035,93.2615509,206.692032,3.69E-09,0.00288535,739.186035,1.56E-05,267.544342,738.75293,38.5210876,0,49.6343689,267.544342,3.01E-06,0.432807446,-82.1453552,1.86E-05,8.82E-14,0.000168594,891.64,-6.55,-3.81,-8.84,0.22,-19.96,3.56,-3.5,-0.56,8213744,10698604,6.5078125,18.929688,23.4375
20160123,4.26174736,-50.5299911,531.667114,133.194122,205.666824,4.87E-10,0.001801241,737.604187,1.54E-05,266.506683,737.333862,38.10009,0,37.7125244,266.506683,1.82E-06,0.270189822,-102.829643,1.73E-05,1.30E-13,7.21E-05,894.95,-7.37,-2.97,-10.82,0,-23.74,3.3,-3.28,-0.09,11133930,14312424,6.4453125,18.742188,23.148438
20160124,4.28952503,-35.1774063,531.188416,134.880661,204.938324,1.02E-10,0.001185726,736.304626,9.20E-06,266.372009,736.126648,22.7017307,0,49.6029053,266.372009,4.21E-07,0.177861646,-96.5720749,9.62E-06,5.40E-14,5.04E-05,892.54,-6.52,-3.7,-11.01,0,-24.23,1.46,-1.33,-0.14,11640112,14757312,6.3828125,18.554688,22.90625
20160125,4.31293869,-20.5493813,530.671326,133.946579,204.701691,2.69E-08,0.001045895,735.531128,6.20E-06,269.12326,735.372925,15.5557537,4.37E-08,48.3241806,269.12326,1.49E-07,0.156887084,-90.1097641,6.46E-06,8.40E-08,0.001254362,884.22,-3.29,0.15,-7.76,0,-15.39,0.73,0.16,-0.08,11493472,14426828,6.3203125,18.375,22.679688
20160126,4.30101633,-5.89084482,530.15271,130.338776,204.511124,7.84E-08,0.000902146,734.800415,7.16E-06,271.609985,734.663757,18.2419319,7.46E-08,41.7502174,271.609985,2.09E-07,0.135324746,-75.5953903,7.60E-06,1.56E-07,0.001287602,878.04,-1.78,2.66,-4.82,0.02,-10.05,1.67,1.61,0.06,10604662,13163932,6.2578125,18.195312,22.453125
20160127,4.33117294,-6.34399176,529.634521,65.2381897,204.499649,4.86E-07,0.001109637,734.306213,4.46E-06,271.832001,734.134033,12.3318357,0,16.5046329,271.832001,1.51E-07,0.166449934,-42.3036194,5.15E-06,5.47E-08,0.005635288,876.24,-0.69,1.87,-3.68,0.12,-7.33,1.14,0.76,0.04,7228656,8897164,6.1953125,18.015625,22.234375
20160128,4.32415724,7.99398422,529.128601,110.40728,204.488968,5.43E-07,0.000894602,733.757629,4.67E-06,273.350586,733.617493,13.5009661,8.59E-07,23.7665424,273.350586,4.48E-08,0.134194314,-64.726738,5.52E-06,2.58E-07,0.005889297,878.05,0.84,5.33,-2.54,0,-6.22,0.75,-0.14,-0.21,9723210,11823324,6.1328125,17.835938,22.023438
20160129,4.35460567,24.1534748,528.639648,72.22155,204.609131,1.47E-06,0.000515891,733.341797,4.06E-06,274.519196,733.248718,13.9026127,2.21E-07,19.1023598,274.519196,6.07E-08,0.077386007,-14.6812344,5.70E-06,1.11E-07,0.015638026,877.66,0.65,3.94,-2.06,0.31,-3.24,1.74,1.65,-0.35,6774870,8089292,6.078125,17.671875,21.8125
20160130,4.41716814,5.49084949,528.188171,50.3874779,205.294342,1.55E-06,0.000813233,733.614075,6.86E-06,273.519623,733.482483,20.9025402,0,-2.2855711,273.519623,3.40E-07,0.121989377,-25.2558556,8.81E-06,6.86E-08,0.009514512,879.78,-0.22,3.43,-4.9,1.57,-5.22,2.08,-0.79,-0.38,4405876,5265860,6.015625,17.515625,21.625
20160131,4.27376366,-15.1333542,527.796326,121.61869,204.922104,3.82E-07,0.001888469,733.003479,1.17E-05,272.282623,732.718323,30.214962,2.44E-08,38.7643433,272.282623,7.67E-07,0.283281833,-65.5789337,1.30E-05,1.69E-07,0.001745828,886.65,-3.17,1.05,-5.78,0.06,-15.26,2.26,-2.09,-0.75,9300568,11519736,5.96875,17.359375,21.53125
20160201,4.31005621,-12.5576239,527.359863,109.446587,204.467026,4.68E-07,0.001324408,732.030518,5.89E-06,272.448975,731.826904,16.1543713,9.15E-07,41.6709251,272.448975,7.00E-08,0.198669702,-63.6725616,6.62E-06,1.95E-07,0.004933121,885.56,-0.62,3.34,-5.85,0,-11.61,0.73,-0.16,-0.28,11191680,13717296,5.90625,17.203125,21.296875
20160202,4.31835747,5.94776869,526.884399,105.100342,204.344696,6.11E-07,0.000965819,731.387146,4.90E-06,273.480438,731.228943,13.9542484,3.03E-07,46.0143013,273.480438,1.39E-07,0.144879267,-38.6124229,5.80E-06,1.50E-07,0.013205309,880.52,0.28,3.93,-3.07,0.15,-5.72,1.24,1.1,-0.1,9589220,11580956,5.84375,17.03125,21.0625
20160203,4.34690142,18.4001789,526.415894,69.2918091,204.473206,1.38E-06,0.000856484,731.028503,5.55E-06,274.236938,730.888916,17.4188309,0,-7.92873526,274.236938,6.18E-08,0.128478721,-40.9668045,7.12E-06,1.30E-07,0.010940324,881.1,-0.14,3.84,-3.85,0.69,-4.77,0.96,-0.59,0.09,6001350,7205336,5.796875,16.859375,20.875
20160204,4.2825985,32.2343063,525.963379,139.692001,204.155563,6.77E-07,0.000438034,730.18866,9.11E-06,275.379517,730.118958,25.0969563,6.48E-07,14.1114216,275.379517,4.76E-08,0.065708309,-67.8933182,1.02E-05,3.84E-07,0.003994562,882.98,0.54,6.38,-4.96,0.03,-7.48,1.4,-1.07,0.1,12718096,15214672,5.734375,16.703125,20.6875
20160205,4.21529293,4.74000216,525.487122,141.768188,203.347687,6.16E-08,0.000250193,728.873047,1.43E-05,273.600677,728.834656,36.493084,5.47E-08,5.56066322,273.600677,1.51E-07,0.03753088,-94.5386505,1.49E-05,4.48E-07,0.000721473,888.02,-0.39,4.58,-5.34,0,-12.05,2.07,-2.02,-0.16,13413658,15805672,5.6875,16.640625,20.546875
20160206,4.23179674,-0.661809325,524.950317,141.261475,202.626404,8.68E-08,0.000156404,727.601562,9.89E-06,273.327759,727.576599,25.6567554,9.80E-08,31.1913815,273.327759,4.46E-08,0.023461739,-84.917717,1.04E-05,4.25E-07,0.001403741,887.04,1.46,6.16,-3.53,0,-10.77,1.26,-0.67,-0.24,13159184,15384308,5.640625,16.46875,20.390625
20160207,4.24232912,12.4720697,524.376404,146.619476,202.232422,1.15E-07,2.87E-05,726.614014,7.77E-06,275.710236,726.608826,21.0423298,8.70E-08,24.1029644,275.710236,1.53E-09,0.00429993,-88.9656219,8.53E-06,6.43E-07,0.000911069,881.58,3.26,9.49,-1.29,0,-5.4,1.09,0.57,-0.35,14100778,16314620,5.578125,16.3125,20.1875
20160208,4.24182844,19.2639427,523.790405,144.947922,201.980789,3.59E-09,0,725.771484,7.55E-06,278.455933,725.771179,20.2968769,0,37.8732185,278.455933,0,0,-67.5041428,8.23E-06,6.74E-07,0.000299973,876.69,4.67,10.38,-1.66,0,-1.75,1.13,0.5,-0.38,13988536,16034224,6.640625,18.46875,21.625
20160209,4.21702147,19.8745117,523.198975,113.302193,201.616119,5.15E-08,0,724.818237,9.40E-06,281.135071,724.815125,25.1676445,0,36.7219048,281.135071,0,0,-31.5293808,1.02E-05,7.51E-07,0.003146284,872.46,5.78,11.05,0.43,0,0.63,1.31,0.93,-0.46,9737070,11107936,8.09375,22.65625,25.578125
20160210,4.26237106,5.76849365,522.597717,67.1288376,201.520218,6.15E-07,0,724.123291,5.59E-06,280.140076,724.117737,16.2317066,0,23.3918839,280.140076,0,0,-21.7404957,6.58E-06,3.76E-07,0.005399291,868.51,5.68,9.66,2.01,0.04,2.11,1.3,0.86,-0.5,6527904,7434476,10.28125,26,29.578125
20160211,4.42823362,10.9294367,522.014954,54.0484657,201.988785,1.23E-06,0,724.016846,5.38E-06,281.1026,724.003601,17.005249,0,21.7493229,281.1026,0,0,-4.3649931,6.89E-06,2.87E-07,0.013144747,867.85,6.53,10.2,2.09,4.56,3.29,1.34,0.53,-0.26,6635914,7555976,11.359375,27,31.421875
20160212,4.4350009,-33.5534134,521.606628,34.6072502,204.705597,9.32E-07,0.001822999,726.58783,1.74E-05,272.529266,726.312073,45.2916794,0,1.14412713,272.529266,2.27E-06,0.273450196,-15.3791237,2.06E-05,5.58E-08,0.002159126,876.75,-2.07,1.43,-5.35,3.41,-9.93,3.98,-3.79,1.13,4329860,5107680,14.65625,34.34375,37.75
20160213,4.1877327,-23.4507103,521.315674,93.2833328,203.473969,1.40E-07,0.004789226,725.508606,1.84E-05,271.234375,724.789612,45.9010277,0,15.2407732,271.234375,5.71E-06,0.71838671,-39.5857887,2.43E-05,3.22E-08,0.00058726,883.96,-3.29,-0.67,-5.52,1.19,-17.34,3.33,-3.29,-0.31,6416210,8212376,14.5625,35.28125,41.640625
20160214,4.20853281,-26.5556316,520.916016,90.7774658,202.373215,2.75E-07,0.003984448,723.888672,1.15E-05,271.106293,723.289246,29.300066,9.77E-08,23.8267097,271.106293,1.54E-06,0.59767127,-59.8381119,1.34E-05,9.66E-08,0.001773767,887,-2.62,0.12,-4.69,0.1,-18.71,1.77,-1.52,-0.81,9031920,11854564,12.9375,31.046875,37.359375
20160215,4.23908424,5.01310539,520.438721,152.94104,201.909515,5.67E-07,0.002506725,722.728394,9.69E-06,273.464691,722.348267,26.1957741,2.67E-06,40.1520844,273.464691,2.18E-07,0.376012415,-80.072998,1.08E-05,3.68E-07,0.00406717,884.89,0.07,4.3,-4.84,0,-14.74,0.99,-0.81,-0.36,13716792,17632204,11.359375,27.25,32.78125
20160216,4.2310853,9.11869717,519.935547,131.145142,201.519577,5.94E-07,0.00131955,721.65802,8.19E-06,274.731506,721.455017,22.7938328,1.71E-06,34.6302071,274.731506,7.54E-08,0.197934657,-63.818779,9.32E-06,4.58E-07,0.004969914,882.59,2.08,6.57,-2.46,0,-10.82,0.91,-0.05,-0.33,11517716,14325956,9.921875,24.078125,29.140625
20160217,4.23441887,1.46807635,519.419495,126.782761,201.254013,6.63E-07,0.000518698,720.755432,6.74E-06,275.274536,720.67334,19.3386917,1.22E-06,41.9642715,275.274536,2.72E-08,0.077805668,-63.5279465,7.87E-06,4.33E-07,0.004100726,880.18,3.05,7.37,-2.35,0,-4.7,1.44,1.06,-0.33,12377702,14936448,9.046875,22.546875,27.125
20160218,4.15635443,16.2997971,518.899963,129.589996,200.806244,5.63E-07,0.000111936,719.725098,1.61E-05,278.798584,719.706177,42.6916313,4.67E-07,8.75968647,278.798584,3.44E-09,0.016790586,-61.6569824,1.73E-05,5.98E-07,0.002084497,880.22,3.61,8.61,-2.39,0,-6.61,2,-0.88,-0.12,11113070,13122964,8.625,22.453125,26.5
20160219,4.094491,-12.1727676,518.326599,157.481369,199.521805,1.40E-09,0,717.84845,1.63E-05,275.230103,717.848328,42.017189,0,36.4649887,275.230103,0,0,-91.1827621,1.70E-05,7.19E-07,9.03E-05,887.39,1.27,6.75,-2.84,0.01,-12.59,2.17,-2.07,-0.39,14572570,17011036,8.328125,22.453125,26.4375
20160220,4.15981483,12.6843939,517.665161,161.672043,198.807083,2.90E-07,0,716.477234,1.32E-05,277.789886,716.472107,34.955864,0,52.9775276,277.789886,0,0,-61.0376968,1.42E-05,6.96E-07,0.005034149,878.19,2.75,7.24,-2.11,1.26,-6.72,2.13,1.86,-0.38,14490786,16814348,7.625,21.078125,25.484375
20160221,4.68125629,-15.6159582,517.13623,28.0016346,203.22467,1.31E-06,3.83E-09,720.371338,4.32E-06,274.260406,720.36084,13.9808197,0,-7.04247284,274.260406,0,5.75E-07,-36.6918411,5.67E-06,3.60E-08,0.010427528,878.5,-0.04,2.3,-2.87,8,-3.06,1.13,-0.76,-0.6,2698258,4029754,7.234375,19.890625,24.09375
20160222,4.23471212,10.8863764,516.939209,158.680725,203.163116,4.60E-08,0,720.103394,1.19E-05,278.21756,720.102234,31.3708134,0,46.9733276,278.21756,0,0,-69.4424133,1.27E-05,7.85E-07,0.001068281,883.8,2.2,8.72,-2.91,0,-6.77,1.17,-1,-0.33,12137894,18034848,6.9375,20.453125,25.203125
