time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,runoff
20100322,4.65053654,-21.6303329,503.341949,99.5980911,197.826355,2.58E-06,0,701.180237,1.51E-05,277.929749,701.168335,45.6024094,0,53.9827499,277.929749,0,0,-21.6544952,1.85E-05,7.87E-07,0.011926964,862.7,3.19,7.82,0.62,12.63,-0.62,1.79,-1.5,-0.86,9667570,11060232,11.34375
20100323,4.29010057,-3.92109752,503.251617,129.613525,200.35463,2.78E-06,0,703.623718,6.76E-06,278.656464,703.606262,25.2617455,0,78.3737183,278.656464,0,0,-29.8983574,1.02E-05,7.05E-07,0.01748891,861.92,4.4,7.05,1.27,0.93,1.1,1.23,0.2,-0.69,7942026,10447754,15.875
20100324,4.3240509,-22.0896339,503.414856,115.031776,201.225342,1.15E-06,0,704.642395,1.46E-05,274.898682,704.640198,40.5275536,0,31.9629402,274.898682,0,0,-64.6375046,1.64E-05,7.28E-07,0.002189559,871.07,2.04,6.2,-2.24,1.9,-4.09,1.78,-1.3,-0.77,8653364,11165486,16.84375
20100325,4.14901018,6.9445281,503.553497,199.301788,199.887253,2.14E-07,0,703.450073,1.22E-05,278.814301,703.440674,34.6609344,0,81.2899475,278.814301,0,0,-76.3993607,1.41E-05,1.63E-06,0.009310586,870.72,3.86,8.52,-1.16,0,-5.53,1.13,0.64,-0.27,14291506,17804812,15.71875
20100326,4.25215292,-6.52033567,503.5271,123.134575,199.46051,1.78E-06,0,703.009338,5.90E-06,277.648682,702.987549,20.7774506,0,58.2976189,277.648682,0,0,-50.5807495,8.42E-06,7.42E-07,0.021732988,868.02,2.62,6.97,-4.34,2,-0.66,0.92,0.23,-0.16,8343712,10057794,14.125
20100327,4.11754179,14.9792042,503.458588,221.330948,198.591705,3.98E-07,0,702.050964,1.24E-05,281.635437,702.050293,37.5933533,0,77.8425369,281.635437,0,0,-90.9082108,1.52E-05,2.47E-06,0.000678562,867.67,7.63,14.38,-0.33,0,0.38,1.32,0.65,0.16,20212402,23623172,13.78125
20100328,4.2906971,18.4525013,503.287292,171.939423,197.941177,1.37E-06,0,701.238953,1.65E-05,283.703766,701.228271,50.7539711,0,71.1693344,283.703766,0,0,-31.5582047,2.06E-05,2.72E-06,0.010510096,863.09,9.18,13.56,2.12,4.35,3.4,1.89,1.56,-0.92,13019850,14930690,13.59375
20100329,4.47354078,-1.37188542,503.25235,58.8142586,200.897507,3.40E-06,0,704.178833,4.99E-06,281.443726,704.149841,21.6463127,0,16.4249401,281.443726,0,0,-22.1197376,8.78E-06,3.95E-07,0.028947741,862.9,8.04,11.8,4.04,1.25,5.78,0.76,0.17,0.16,6346294,7218888,15.03125
20100330,4.18071032,7.64357281,503.411591,193.627319,200.289322,1.05E-06,0,703.713989,1.13E-05,283.093903,703.70105,36.8742752,0,83.8089371,283.093903,0,0,-65.2984009,1.50E-05,2.63E-06,0.01310503,861.45,9.06,14.4,5.03,0.1,3.12,1.15,0.63,0.05,17253996,19598676,14.875
20100331,4.63673449,-16.4376183,503.617676,45.6398048,202.883774,3.22E-06,0,706.510681,1.16E-05,277.79129,706.501465,37.0435219,0,-0.560312212,277.79129,0,0,-25.605917,1.50E-05,2.46E-07,0.009220655,864.09,4.08,10.13,-0.5,11.28,1.56,1.59,-1.46,-0.42,3514250,3999342,13.46875
20100401,4.16278934,-5.76969814,504.073944,219.978622,201.922379,9.03E-09,0,705.996521,1.52E-05,278.266541,705.996277,43.1248436,0,96.1394501,278.266541,0,0,-86.4787674,1.75E-05,2.32E-06,0.000208897,866.94,4.76,10.84,-0.07,0,-4.57,1.55,-0.77,-1.17,19736854,22829462,17.9375
20100402,4.20673275,8.00299931,504.17749,162.633636,200.60112,9.21E-07,0,704.797119,1.16E-05,280.698914,704.778564,35.8427086,0,70.2896423,280.698914,0,0,-48.493679,1.45E-05,1.98E-06,0.018479893,864.78,7.93,12.35,2.7,0.02,1.19,1.43,1.34,0.22,15199384,17410754,17.8125
20100403,4.20316553,-0.533225417,504.127014,123.715202,199.831848,1.92E-06,0,703.977051,8.39E-06,280.209869,703.958801,28.9396038,0,47.0100632,280.209869,0,0,-48.2985229,1.17E-05,1.43E-06,0.01820321,862.01,6.49,10.47,0.47,0.29,2.99,1.51,1.15,0.48,9244914,10531084,17.03125
20100404,4.12133789,15.8547173,503.972168,225.171478,198.660995,4.76E-07,0,702.636658,1.20E-05,284.115601,702.633118,39.2014618,0,82.9208755,284.115601,0,0,-87.1871719,1.59E-05,3.37E-06,0.003484949,860.39,10.69,17.47,2.63,0,4.38,1.16,0.68,-0.08,20162078,22920672,15.9375
20100405,3.94779205,16.5715904,503.683167,204.847137,196.810638,1.23E-06,0,700.496094,2.96E-05,285.686188,700.493652,88.6802063,0,33.6754608,285.686188,0,0,-65.9240646,3.60E-05,5.09E-06,0.002285192,864.25,10.39,17.18,2.95,3.15,0.4,1.98,-1.7,-0.82,15364560,17456642,14.25
20100406,3.99303007,4.61652946,503.210358,198.743317,194.941132,6.03E-07,0,698.154358,1.49E-05,284.012726,698.151489,45.661705,0,88.8754272,284.012726,0,0,-59.5887527,1.85E-05,2.96E-06,0.00286512,868.76,9.02,14.33,4.59,1.01,3.63,1.15,0.02,-1.01,14645808,16646520,13.78125
20100407,4.43051624,-10.0153828,502.681854,72.9840012,196.863205,2.65E-06,0,699.575073,4.50E-06,280.259033,699.545166,18.5984478,0,36.88834,280.259033,0,0,-27.5178871,7.54E-06,3.90E-07,0.029993707,867.51,5.48,8.32,2.44,7.94,4.68,0.89,0.75,-0.17,4236746,4815144,12.78125
20100408,4.10980654,2.47356677,502.310822,192.843964,196.909363,1.08E-06,0,699.222717,9.65E-06,282.095886,699.220093,32.2877312,0,82.7570953,282.095886,0,0,-75.3190155,1.31E-05,2.36E-06,0.002518734,859.12,8.14,14.16,3.25,0.13,3.9,1.36,1.07,0.15,16647798,18922594,14.6875
20100409,4.02661562,18.9203358,501.910889,214.024734,195.847443,2.10E-07,0,697.759644,1.65E-05,286.437531,697.758179,50.2995529,0,66.8945312,286.437531,0,0,-77.9147644,2.04E-05,3.73E-06,0.001314398,857.47,12.23,18.85,4.89,0.02,5.09,1.14,-0.23,-0.36,18812618,21385426,14.21875
20100410,4.12440538,8.50043297,501.422882,139.178741,195.011642,2.17E-06,0,696.450317,8.42E-06,284.461182,696.434387,30.6657619,0,76.3721542,284.461182,0,0,-23.6318073,1.24E-05,1.84E-06,0.01577097,857.5,9.28,12.38,5.58,1.96,4.43,1.5,0.31,-1.01,10364220,11785654,12.6875
20100411,4.38821363,-0.77176404,500.943268,76.8579178,196.336319,4.15E-06,0,697.298096,5.75E-06,284.079834,697.279541,26.7404022,0,39.7576141,284.079834,0,0,-11.148509,1.08E-05,9.41E-07,0.018528618,856.53,10.31,14.59,1.65,6.6,7.83,1.52,-0.27,-0.89,7655632,8706996,12.125
20100412,4.19935989,-29.7229652,500.671753,85.874321,198.087769,1.33E-06,0,698.762512,1.54E-05,275.582977,698.759644,42.5861893,0,32.9392967,275.582977,0,0,-40.0741425,1.73E-05,5.43E-07,0.002992179,867.65,0.88,2.44,-1.35,0.72,-6.52,2.54,-2.04,-1.46,7730206,8961572,13.5625
20100413,4.43534565,-19.7843742,500.456604,62.4904671,198.739517,2.58E-06,0.008164638,700.429321,6.99E-06,274.562653,699.195984,24.1696758,0,46.7493668,274.562653,1.18E-06,1.22469699,-8.06062126,1.10E-05,2.28E-07,0.008503201,866.13,0.06,2.92,-4.69,10.29,-3.87,1.87,-0.66,-1.48,4315246,5183798,13.15625
20100414,4.5371685,-4.68022299,500.525635,196.406631,201.508209,1.75E-06,0.009407641,703.47168,8.40E-06,276.546173,702.033875,27.2787399,3.69E-05,94.7540131,276.546173,7.24E-07,1.41114962,-64.5029755,1.18E-05,9.16E-07,0.026666503,867.5,2.93,7.71,-4.44,1.25,-1.37,0.88,0.4,-0.34,13861946,20755428,12.75
20100415,4.25690269,12.4490614,500.885223,231.902054,201.296997,2.36E-06,0.0010427,702.350159,1.10E-05,281.251953,702.182068,39.8624802,8.68E-06,90.2653732,281.251953,-2.99E-08,0.156405538,-86.5072174,1.61E-05,2.82E-06,0.011541889,865.93,7.54,13.83,1.9,0.22,2.24,1.27,0.96,0.34,19391574,25108816,13.03125
20100416,4.16479635,13.0642281,501.057098,232.382828,199.853989,3.88E-07,1.93E-05,700.917114,1.05E-05,283.153717,700.911011,35.2124481,2.08E-07,102.831055,283.153717,-3.13E-09,0.002899075,-81.2030487,1.43E-05,3.40E-06,0.003108097,863.2,9.33,14.69,4.29,0.03,4.91,1.28,1.03,0.32,18909736,22384780,15.46875
20100417,4.19037867,20.3390312,501.022552,150.041656,198.899521,8.08E-07,0,699.933472,7.58E-06,285.884064,699.921997,27.0340519,0,62.9056969,285.884064,0,0,-39.7569008,1.10E-05,2.57E-06,0.011387428,863.7,10.89,14.67,6.1,0.48,7.46,0.84,0.02,0.21,9904788,11413074,15.46875
20100418,4.11335564,21.4575882,500.87674,189.814377,197.690491,1.60E-06,0,698.591797,1.34E-05,288.241547,698.567322,48.6205215,0,72.9343185,288.241547,0,0,-46.800396,1.97E-05,4.69E-06,0.024555406,859.3,14.34,20.13,8.63,0.22,9.28,1.37,1.13,-0.14,18351374,20997912,14.09375
20100419,4.47859764,14.9684687,500.615967,124.390854,198.179794,4.39E-06,0,698.820862,9.16E-06,288.213684,698.795532,39.6162071,0,47.2097702,288.213684,0,0,-22.5956898,1.61E-05,2.51E-06,0.02509726,857.29,13.39,17.45,10.47,10.24,10.74,0.82,-0.18,-0.48,9768382,11165330,12.625
20100420,5.12710714,-8.27184105,500.956329,26.5327187,206.648239,5.60E-06,0,707.626221,5.93E-06,283.938171,707.60437,29.2041397,0,-4.65533543,283.938171,0,0,-10.2677221,1.18E-05,3.02E-07,0.021640854,858.47,10.03,12.54,5.93,15.82,9.5,1.62,-0.86,-0.03,2338670,2675060,16.34375
20100421,4.30641174,-6.23700762,502.449707,185.062866,207.227158,2.31E-06,0,709.680298,2.14E-05,282.00177,709.67688,69.2210922,0,73.084465,282.00177,0,0,-48.9933777,2.81E-05,4.30E-06,0.003411367,866.74,7.38,11.28,3.54,0.49,1.36,2.41,-2.28,-0.66,14219130,16279346,27.8125
20100422,4.17283678,-6.88391113,503.47171,190.63913,203.868271,2.91E-08,0,707.340393,1.99E-05,281.653595,707.339844,63.3758163,0,55.7792702,281.653595,0,0,-78.3684692,2.57E-05,5.80E-06,0.000402228,869.43,9.02,14.94,1.85,0.01,-2.12,1.45,-0.64,-0.27,17843524,20450860,29.78125
20100423,4.12507629,14.183033,503.85614,243.951096,201.189499,1.67E-08,0,705.046509,1.83E-05,284.986969,705.045776,60.7877731,0,90.3708649,284.986969,0,0,-78.6021576,2.46E-05,6.32E-06,0.000859728,865.24,11.31,16.09,5.42,0.05,2.92,1.64,1.4,0.02,21575802,24752600,27.15625
20100424,4.40043688,3.49658561,503.856323,137.961014,200.48703,4.83E-06,0,704.373535,1.06E-05,284.21405,704.343384,44.7977638,0,67.0934219,284.21405,0,0,-22.581255,1.82E-05,2.77E-06,0.030174101,862.06,9.76,13.63,6.05,5.63,5.85,1.75,1.14,-0.22,10065108,11559116,24.28125
20100425,4.13082409,-16.4931507,503.888672,150.566437,200.399246,9.05E-07,0,704.289368,2.18E-05,280.297424,704.287964,66.4154129,0,23.6152382,280.297424,0,0,-77.0271225,2.69E-05,4.23E-06,0.001465774,868.8,8.26,13.42,3.48,0.01,-3.74,2.19,-1.45,-0.66,17574856,20203016,24.53125
20100426,4.04718161,8.72011471,503.751587,254.100357,198.115173,2.24E-09,0,701.866882,1.82E-05,283.44043,701.866699,59.8437233,0,81.7293625,283.44043,0,0,-103.803276,2.43E-05,6.04E-06,0.000126138,866.72,9.88,15.32,4.27,0.01,0.75,1.62,0.69,1.16,23506262,27048528,22.71875
20100427,3.99357677,17.3176498,503.404449,254.495239,196.260834,4.55E-09,0,699.665466,2.05E-05,286.744507,699.665222,67.5638275,0,62.1065903,286.744507,0,0,-107.506088,2.74E-05,6.86E-06,0.000195702,863.43,11.96,18.56,2.94,0.09,4.57,1.78,0.07,0.8,22956842,26442836,20.34375
20100428,3.96589899,11.6940231,502.88504,258.476196,194.30719,7.19E-09,0,697.192627,1.62E-05,287.115692,697.192261,57.7871437,0,89.1324692,287.115692,0,0,-99.8542175,2.34E-05,7.20E-06,0.000392621,864.16,13.93,20.74,7.11,0,3.34,1.19,-0.19,-0.35,23879210,27532996,18.21875
20100429,4.10641336,12.7129269,502.230804,220.460281,193.713837,2.16E-06,0,695.956055,1.30E-05,288.231262,695.944641,50.6116829,0,78.2540588,288.231262,0,0,-78.8821411,2.05E-05,5.33E-06,0.01140137,864.04,14.11,21.8,6.26,0.72,8.56,1.42,0.05,-0.12,21666120,25006508,16.25
20100430,3.94188738,19.4339523,501.541901,251.064377,192.650818,1.64E-06,0,694.195618,1.87E-05,290.427307,694.192749,70.1626587,0,62.2298241,290.427307,0,0,-99.2329865,2.84E-05,8.12E-06,0.002885992,864.73,15.68,22.67,8.2,0.02,6.36,1.13,0.02,-0.43,22952050,26517394,15.65625
20100501,3.93603492,19.4167252,500.900269,234.557785,191.478012,2.49E-06,0,692.38916,1.58E-05,291.568451,692.378235,62.7464371,0,71.9900818,291.568451,0,0,-80.4017029,2.54E-05,7.14E-06,0.010872454,862.42,16.2,23,9.7,0.02,9.78,1.74,1.2,0.23,21087182,24387382,14.46875
20100502,3.91609359,21.0427933,500.312439,169.561127,190.581696,4.13E-06,0,690.901794,1.45E-05,292.769623,690.894226,62.6531601,0,34.1420059,292.769623,0,0,-51.7207565,2.54E-05,6.81E-06,0.007662879,858.17,17.75,23.45,12.25,0.75,12.8,1.93,1.52,-0.27,18437014,21343982,13.03125
20100503,4.67925453,-1.14493418,499.81012,54.6922493,195.931503,5.33E-06,0,695.786377,4.17E-06,288.838684,695.741638,24.6573696,0,12.3341713,288.838684,0,0,-18.8517036,1.00E-05,4.96E-07,0.044743937,854.82,13.51,16.71,9.35,22.86,13.06,0.83,0.29,-0.75,3691972,4278404,11.78125
20100504,3.95667791,20.334343,499.705597,211.615631,195.743942,8.62E-07,0,695.451416,2.50E-05,293.481171,695.449402,86.9238052,0,40.1543388,293.481171,0,0,-64.2053604,3.52E-05,9.37E-06,0.001875552,852.82,18.24,24.59,12.33,0,11.7,1.2,-0.86,-0.21,20625368,23925616,17.3125
20100505,4.17030287,-10.2388315,499.511841,81.1971588,194.38768,4.07E-06,0,693.906799,2.17E-05,286.975952,693.899475,74.1286774,0,-16.728056,286.975952,0,0,-34.0405769,3.01E-05,4.31E-06,0.007260187,861.2,11.7,14.84,8.22,9.12,5.85,1.23,-0.75,-0.35,6752042,7840424,17.71875
20100506,4.02647638,-1.8297981,499.291382,201.032394,194.376724,6.59E-07,0,693.670715,1.34E-05,287.237854,693.66803,50.1527214,0,79.6910248,287.237854,0,0,-73.015892,2.03E-05,6.28E-06,0.002627411,861.87,13.22,19.51,8.56,0.01,6.88,1.05,0.38,-0.24,19172672,22285578,19.71875
20100507,4.03637123,6.39940882,499.024414,165.919601,193.50621,1.20E-06,0,692.541138,1.14E-05,288.164459,692.53064,43.67379,0,71.3612518,288.164459,0,0,-44.4826927,1.77E-05,5.16E-06,0.010492703,858.08,13.08,15.74,10.54,0.06,8.31,0.54,0.4,0.11,7965360,9268012,18.90625
20100508,3.95144749,11.399683,498.696228,163.454865,192.723846,1.03E-06,0,691.423462,1.87E-05,289.873627,691.420044,63.7070351,0,29.5910645,289.873627,0,0,-58.7590523,2.58E-05,6.09E-06,0.003372832,857.25,15.91,21.75,9.99,0.03,8.13,1.21,-0.43,-0.04,16932160,19721300,17
20100509,3.88191462,-9.12491226,498.270477,127.629555,191.108658,5.08E-08,0,689.379639,1.47E-05,285.877167,689.378967,48.5214844,0,31.8210316,285.877167,0,0,-56.4137421,1.97E-05,4.93E-06,0.000528619,863.81,10.77,14.19,7.67,0.13,0.48,1.18,-0.05,-0.04,10207502,11900924,15.15625
20100510,3.88540721,7.11755848,497.733521,250.972626,190.053772,2.00E-07,0,687.791504,1.43E-05,288.304688,687.787292,53.0544281,0,99.595459,288.304688,0,0,-91.202919,2.15E-05,7.00E-06,0.004215501,860.67,14.51,20.04,8.72,0,7.76,1.4,1.12,0.33,22691748,26483382,13.5
20100511,3.95225167,13.4026709,497.115448,194.333588,189.326553,4.49E-06,0,686.454651,1.28E-05,289.748535,686.441895,58.5975876,0,80.3065567,289.748535,0,0,-42.0276146,2.38E-05,6.44E-06,0.012679317,859.73,15.56,20.26,11.79,0.45,10.33,1.6,1.31,-0.3,16766402,19587860,12.03125
20100512,4.37784767,-5.70401859,496.55246,52.2447281,192.375031,7.95E-06,0,688.950928,4.37E-06,286.098938,688.927307,32.5121078,0,11.5016699,286.098938,0,0,-13.9357729,1.32E-05,8.61E-07,0.02343802,858.37,12.6,15.2,10.31,4.44,10.81,1.23,0.69,-0.85,4354696,5092744,11.0625
20100513,4.37491798,-3.05757833,496.240967,76.4944534,194.633316,7.71E-06,0,690.904846,4.59E-06,285.652252,690.874207,33.2942047,0,32.6154556,285.652252,0,0,-13.6436205,1.35E-05,1.20E-06,0.030579785,862.2,12.3,15.41,9.16,3.62,10.29,1.27,-0.68,-0.91,6959232,8146976,11.25
20100514,4.13885832,4.15462542,496.134369,125.352928,195.349106,4.07E-06,0,691.497864,7.64E-06,287.159454,691.483398,37.6251755,0,56.5253525,287.159454,0,0,-27.0491943,1.53E-05,3.55E-06,0.014371566,860.93,13.06,16.66,9.94,1.13,9.58,1.15,0.72,-0.72,9746570,11421948,11.65625
20100515,4.37605762,2.45049,496.092987,62.2687721,196.414474,7.16E-06,0,692.545044,4.27E-06,286.30899,692.507385,31.2085037,0,21.5797787,286.30899,0,0,-7.02765703,1.27E-05,1.22E-06,0.037579045,857.54,11.76,13.62,10.06,3.68,10.14,1.54,1.02,-1.05,4687378,5498574,11.28125
20100516,4.51302052,-1.30681384,496.338593,45.4328423,199.694702,6.52E-06,0,696.068054,2.87E-06,285.896698,696.033142,24.9198399,0,-7.64339018,285.896698,0,0,-29.4626389,1.01E-05,7.20E-07,0.034763724,859.61,11.36,14.16,8.57,2.27,10.78,0.88,-0.47,-0.35,3431582,4025648,11.4375
20100517,4.4192214,-6.40050459,496.887634,117.474785,200.202728,7.01E-06,0,697.10376,1.12E-05,285.177002,697.090271,53.1298332,0,42.6378632,285.177002,0,0,-28.1156311,2.15E-05,3.33E-06,0.013407042,861.78,10.5,17.02,4.47,7.8,7.72,1.48,-1.31,-0.4,10254936,12030156,11.46875
20100518,4.1262784,5.08380365,497.431671,209.053741,199.156265,9.25E-07,0,696.592102,1.42E-05,286.11084,696.587891,57.9033432,0,65.9373932,286.11084,0,0,-80.1188431,2.35E-05,8.36E-06,0.004178095,861.77,12.45,16.88,7.41,0.34,4.73,0.82,-0.25,-0.21,17335388,20335932,12.78125
20100519,4.02599669,14.8205738,497.680908,251.799911,196.72937,5.35E-07,0,694.41333,1.91E-05,289.492493,694.410156,79.3681488,0,73.9067154,289.492493,0,0,-83.7053604,3.22E-05,1.25E-05,0.003040625,859.6,15.48,20.77,9.98,0,6.43,1.08,0.76,-0.32,19963886,23419930,12.53125
20100520,4.38988113,2.08834434,497.696472,86.7748032,197.004562,8.85E-06,0,694.748535,6.01E-06,287.078247,694.70105,42.2934227,0,28.8274002,287.078247,0,0,-13.5679436,1.71E-05,2.28E-06,0.047497228,859.59,12.2,14.54,10.46,6.21,9.93,0.75,-0.16,-0.46,3785146,4440380,11.4375
20100521,4.0742383,2.18160129,497.799988,170.210861,196.922653,1.77E-06,0,694.726074,1.44E-05,287.370453,694.722595,58.291584,0,58.581543,287.370453,0,0,-51.1511459,2.36E-05,7.42E-06,0.003424342,860.29,14.1,17.71,10.94,0.01,8.65,1.31,-1.02,0.07,11625828,13638648,13.1875
20100522,3.99148345,15.433342,497.784363,256.517303,194.798981,1.70E-07,0,692.584473,1.55E-05,290.629639,692.583252,69.4002304,0,78.7195663,290.629639,0,0,-92.9602051,2.81E-05,1.25E-05,0.001134934,857.34,16.84,22.78,9.35,0.01,9.6,1.03,0.25,0.07,23418772,27473908,13.03125
20100523,3.95289779,21.4135647,497.577637,262.325439,192.886703,3.44E-08,0,690.465027,1.49E-05,293.065582,690.464478,67.3001709,0,80.908783,293.065582,0,0,-92.6976471,2.73E-05,1.23E-05,0.000668949,856.58,18.36,24.35,11.42,0.04,12.35,1.41,0.97,0.09,24117522,28294120,11.75
20100524,3.84516692,23.7000904,497.207916,241.429382,190.842148,1.90E-07,0,688.051086,2.17E-05,294.974457,688.049927,89.0299149,0,58.6122398,294.974457,0,0,-70.0824432,3.61E-05,1.42E-05,0.00101403,855.67,18.84,25.05,13.06,0.05,13.36,1.95,1.27,-1.03,20099316,23580264,10.625
20100525,4.31822014,6.16041183,496.638153,173.547058,190.249573,9.70E-06,0,686.905151,1.92E-05,293.422028,686.887695,97.4441605,0,35.3341522,293.422028,0,0,-34.6226807,3.95E-05,1.06E-05,0.017438566,855.07,19.53,25.15,13.54,19.52,14.56,1.77,0.89,-0.88,13972128,16392312,9.75
20100526,4.65344238,-13.9534378,496.430237,46.4051895,198.002838,1.05E-05,0,694.467346,7.30E-06,287.0159,694.433105,47.7080956,0,-1.12730193,287.0159,0,0,-13.7804356,1.93E-05,1.51E-06,0.034261726,860.6,12.75,14.11,10.64,5.57,11.2,1.07,-0.86,-0.31,4919758,5771776,12.71875
20100527,4.14796162,4.36864901,496.765289,171.871048,198.463882,8.78E-07,0,695.234131,1.23E-05,289.450043,695.229187,54.0591278,0,51.127491,289.450043,0,0,-62.3098145,2.19E-05,8.74E-06,0.004965818,861.16,15.7,21.94,9.96,0.01,10.52,1.32,-0.82,-0.85,20349058,23874068,15.09375
20100528,4.07298374,14.4818239,496.958893,227.411835,196.490845,1.24E-07,0,693.45105,1.17E-05,292.02124,693.449707,58.422966,0,86.6903381,292.02124,0,0,-67.812149,2.37E-05,1.19E-05,0.001297557,861.62,17.42,22.82,12.79,0.01,12.56,1.1,0.81,-0.16,17203572,20183936,14.5
20100529,4.03247356,14.9879942,496.929657,227.906799,194.708221,2.12E-06,0,691.644775,1.30E-05,293.365967,691.637939,67.9648056,0,73.7692413,293.365967,0,0,-71.1813354,2.76E-05,1.24E-05,0.006884065,860.18,18.9,23.67,12.88,0.02,12.98,1.18,0.72,0.1,19634942,23037092,13.03125
20100530,4.49951172,4.73641491,496.717163,184.499802,195.962769,1.29E-05,0,692.69989,1.85E-05,291.865112,692.67981,96.5145416,0,49.207283,291.865112,0,0,-34.0529251,3.91E-05,7.82E-06,0.019948719,860.16,17.49,23.77,12.44,25.05,15.01,1.14,-0.52,-0.96,14768434,17327412,11.65625
20100531,5.03363943,-16.5733891,497.001282,33.7821198,202.714691,1.07E-05,0,699.768799,4.75E-06,286.097595,699.71582,39.8063812,0,-0.453706384,286.097595,0,0,-11.007925,1.61E-05,7.28E-07,0.052833855,863.66,12.02,13.65,10.6,20.18,11.66,1.35,-1.15,-0.68,2747564,3223644,15.6875
20100601,4.54413128,-5.25719929,498.389008,64.8058243,206.20166,8.41E-06,0,704.63092,4.92E-06,286.218994,704.590698,37.5683098,0,4.12310362,286.218994,0,0,-28.3673382,1.52E-05,1.90E-06,0.040241916,865.13,12.27,15.82,8.75,2.94,10.67,1.01,-0.27,-0.83,7729078,9068448,23.1875
20100602,4.25587797,10.1458197,499.74292,201.074127,203.648163,1.86E-06,0,703.398376,1.10E-05,289.767334,703.390991,60.9056129,0,71.8079605,289.767334,0,0,-58.2093544,2.47E-05,1.19E-05,0.007305718,864.54,16.77,20.94,12.15,0.02,9.78,0.87,0.74,-0.36,18436494,21631888,24.46875
20100603,4.10784626,13.0134211,500.478302,257.78418,200.326385,4.91E-07,0,700.810059,1.85E-05,291.680267,700.804626,92.1113739,0,64.0074081,291.680267,0,0,-88.6513443,3.73E-05,1.83E-05,0.005356364,864,16.64,21.79,9.86,0.04,9.96,1.32,0.99,-0.31,21829726,25613456,22.625
20100604,4.15622139,7.99765158,500.653198,211.877228,198.075027,6.24E-06,0,698.746948,1.32E-05,291.382874,698.727966,78.1767426,0,69.4869766,291.382874,0,0,-56.216629,3.17E-05,1.22E-05,0.018735029,862.55,16.62,21.61,11.19,0.36,11.72,1.45,1.13,-0.45,19770854,23198064,20.375
20100605,4.49200535,0.204862013,500.730286,167.260117,199.678223,8.82E-06,0,700.433228,1.12E-05,289.612366,700.40863,63.2918167,0,58.1999931,289.612366,0,0,-45.5656967,2.57E-05,5.61E-06,0.024705192,860.21,15.83,20.17,12.09,1.94,12.89,1.48,1.07,-0.84,16876460,19801804,18.40625
20100606,4.85316706,-1.9380461,501.070679,75.5027161,202.256485,1.32E-05,0,703.386963,5.92E-06,288.157501,703.327026,52.258461,0,11.9528713,288.157501,0,0,-13.2312222,2.12E-05,2.06E-06,0.059807163,857.49,14.55,17.46,12.85,8.98,13.02,1.58,0.97,-0.98,8465160,9932624,17.15625
20100607,5.0036273,-1.18756986,502.528564,38.6258659,211.657516,1.45E-05,0,714.282776,2.92E-06,287.762482,714.185974,45.2146912,0,-18.7068825,287.762482,0,0,-13.304904,1.83E-05,9.41E-07,0.096669301,858.02,13.82,15.35,12.1,6.57,13.34,0.97,-0.55,-0.52,3390554,3978408,17.875
20100608,4.4606986,2.08949375,504.751709,149.422592,210.051682,7.62E-06,0,714.824158,1.30E-05,288.878632,714.803406,76.1478806,0,19.9681835,288.878632,0,0,-51.2166214,3.09E-05,1.02E-05,0.020740992,860.62,14.92,18.83,11.16,0.4,11.53,1.46,-1.2,-0.35,13393048,15715340,19.96875
20100609,4.34170055,3.95373154,506.3591,174.846466,206.831329,3.20E-06,0,713.210205,1.06E-05,289.421692,713.190491,64.2827682,0,53.9741592,289.421692,0,0,-52.6353951,2.61E-05,1.23E-05,0.019771529,861.48,15.36,19.58,10.6,0.06,11.11,1.07,-0.59,-0.69,13003260,15258076,19.875
