time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,runoff
20121204,4.37621927,-11.082139,537.214783,91.9764252,208.658722,5.50E-07,0,745.876892,9.97E-06,274.205383,745.873535,27.9497566,0,-5.41451359,274.205383,0,0,-80.5309372,1.13E-05,8.08E-07,0.003342888,868.16,1.84,6.92,-1.7,0.05,-5.78,1.1,-0.7,-0.21,6672972,8345408,8.9296875
20121205,4.39902353,6.40309143,536.915222,116.892586,208.149475,6.55E-08,0,745.082764,6.39E-06,275.04364,745.064636,17.6152878,0,27.6171398,275.04364,0,0,-65.2435913,7.14E-06,6.90E-07,0.018046608,865.22,2.01,5.86,-1.92,0.38,-4.11,1.22,0.76,-0.15,9885780,12024024,8.8046875
20121206,4.38563967,-6.0760932,536.590759,97.340744,208.036057,1.51E-06,0,744.635925,7.94E-06,275.814636,744.626831,25.0668125,0,2.87480211,275.814636,0,0,-75.4873505,1.02E-05,7.16E-07,0.009120219,865.36,2.51,6.92,-1.34,0.09,-3.51,1,-0.17,-0.31,6602716,7944024,8.71875
20121207,4.37665749,-9.45678043,536.245239,116.107033,207.587219,9.29E-09,0,743.833008,6.35E-06,274.255798,743.832275,17.7761097,0,19.9292698,274.255798,0,0,-87.855835,7.21E-06,8.46E-07,0.000537028,867.16,1.99,6.89,-2.68,0,-4.84,1,-0.07,-0.31,9852490,11591752,9.140625
20121208,4.38043737,-4.55525064,535.873718,107.836914,207.360641,-6.00E-09,2.90E-07,743.23822,5.24E-06,274.828979,743.234436,14.7277136,0,32.0124435,274.828979,0,4.35E-05,-65.6507416,5.97E-06,7.38E-07,0.003782877,865.04,2.51,7.72,-2.82,0.02,-1.89,1.29,0.41,-0.46,9060538,10484604,9.2890625
20121209,4.39699554,1.98194206,535.499268,84.291275,207.33905,2.99E-07,3.31E-08,742.873474,3.45E-06,275.744171,742.838135,10.3460016,1.27E-09,31.8066387,275.744171,0,4.97E-06,-40.1507645,4.19E-06,4.50E-07,0.035137124,863.97,2.76,6.44,-1.95,0.54,-0.31,0.79,0.48,-0.26,5234830,5976212,9.0390625
20121210,4.39098835,-7.09806728,535.134583,91.7702866,207.265381,9.20E-07,0,742.408142,4.90E-06,274.97937,742.399902,16.1860085,0,7.59994698,274.97937,0,0,-75.0833511,6.56E-06,7.47E-07,0.008194617,865.23,2.4,7.8,-2.63,0.08,-2.98,0.9,-0.05,-0.49,9373040,10612828,8.765625
20121211,4.46022892,0.295616537,534.796204,52.0985489,207.76329,3.05E-06,0,742.594238,3.49E-06,275.738403,742.559509,16.7966862,0,11.9496307,275.738403,0,0,-23.0535164,6.81E-06,2.74E-07,0.034729563,864.74,1.33,4.41,-1.4,0.32,-1,1.18,0.96,-0.28,4897162,5534620,8.578125
20121212,4.50300026,-1.25872135,534.515869,40.287178,208.253067,3.39E-06,0,742.80127,3.38E-06,275.948212,742.768982,17.1560516,0,19.1295433,275.948212,0,0,-5.25817966,6.96E-06,1.87E-07,0.032355536,859.46,1.63,3.92,-1.06,2.1,-0.65,1.48,1.14,-0.88,3625386,4090396,8.46875
20121213,4.50592756,-9.48521614,534.343506,36.8946381,209.210312,2.18E-06,7.89E-08,743.607239,1.93E-06,274.799408,743.553894,10.3702993,0,16.8676395,274.799408,0,1.18E-05,-19.1466846,4.20E-06,8.47E-08,0.053410094,859.53,1.17,3.75,-1.12,0.84,-0.9,0.88,0.51,-0.46,2782784,3276328,8.484375
20121214,4.44392347,-8.90749168,534.246887,77.5032959,209.130737,1.21E-06,3.75E-06,743.392578,2.77E-06,274.714783,743.377563,10.9571638,0,6.36423349,274.714783,0,0.000562234,-69.0872116,4.44E-06,4.61E-07,0.014424754,862.14,1.44,7.5,-2.99,0.14,-1.22,0.93,0.51,-0.37,7729950,8985548,8.4140625
20121215,4.43620014,-8.75498772,534.135254,87.5382843,208.931702,1.70E-06,6.76E-07,743.094788,3.44E-06,274.630859,743.067078,13.751543,0,23.7519684,274.630859,0,0.000101378,-58.7928581,5.58E-06,4.38E-07,0.027692502,862.74,1.54,5.93,-2.65,0.28,-0.83,1.11,0.26,-0.29,5905774,6760988,8.3046875
20121216,4.40352058,1.37192607,533.999939,105.843857,208.615097,1.90E-06,4.40E-06,742.625244,7.19E-06,275.705048,742.615051,23.9733753,4.13E-08,20.5417747,275.705048,0,0.000659757,-59.9444695,9.72E-06,6.35E-07,0.009517715,865.97,1.99,7.87,-2.75,0.17,-2.57,1.5,-0.59,-0.78,8077746,9141688,8.234375
20121217,4.38240576,-21.6330776,533.824097,59.0684547,208.137405,1.55E-06,7.62E-06,741.969177,8.21E-06,271.966644,741.961487,24.2785053,1.58E-08,6.17870665,271.966644,0,0.00114359,-50.2341728,9.84E-06,8.14E-08,0.006528857,871.75,-1.2,1.88,-2.65,0.59,-8.23,1.86,-1.37,-1.2,6689990,7603036,8.1953125
20121218,4.39881229,3.04801273,533.596924,93.3793488,207.761414,1.68E-06,0.000104357,741.39447,5.54E-06,274.054047,741.358215,18.4814072,5.59E-09,34.3110847,274.054047,9.04E-09,0.015653627,-37.4916801,7.50E-06,2.71E-07,0.020527167,866.65,0.46,3.96,-2.36,1.01,-3.85,1.43,1.2,-0.41,8088222,9241448,8.1171875
20121219,4.55198812,-5.07353926,533.377869,22.4769955,208.684708,2.57E-06,0.001873491,742.371948,2.94E-06,273.936005,742.0625,13.7037239,0,7.95288801,273.936005,1.31E-07,0.281024575,-5.27695608,5.69E-06,4.45E-08,0.02837983,860.19,0.42,2.37,-2.05,4.61,-1.43,1.13,0.38,-0.97,2569554,3117340,8.0390625
20121220,4.50167799,-24.2219257,533.294312,38.9401474,209.406738,1.38E-06,0.006355676,743.661255,5.84E-06,271.593018,742.701233,17.8858185,0,3.37962508,271.593018,1.29E-06,0.953358531,-38.2323532,8.54E-06,3.28E-08,0.006855399,865.75,-2.83,0.2,-7.54,2.25,-5.66,1.42,-1.17,-0.69,2746058,3861164,8.1328125
20121221,4.37411165,-51.0912895,533.258301,93.5501709,208.798843,1.60E-08,0.005186253,742.835632,1.04E-05,269.578949,742.056946,25.860611,7.82E-09,37.0603638,269.578949,2.76E-06,0.777946055,-74.0026932,1.32E-05,2.19E-08,0.000522816,871.12,-5.43,-1.07,-9.28,0.02,-12.06,1.91,-1.66,-0.91,6625000,9614060,7.9609375
20121222,4.36050844,-71.421814,533.129761,108.543358,208.02449,1.77E-09,0.003781314,741.721619,9.62E-06,266.227509,741.154236,23.7401333,0,59.95644,266.227509,2.27E-06,0.567203879,-89.9135132,1.19E-05,7.63E-14,0.000189374,876.34,-7.59,-3.6,-12.53,0.01,-18.05,2.07,-1.51,-1.2,7689096,10984604,7.8515625
20121223,4.37945461,-8.58797932,532.914856,114.203621,207.535416,8.03E-09,0.003358645,740.954773,5.78E-06,270.090912,740.450195,14.362608,1.68E-08,39.9095039,270.090912,7.91E-07,0.503804266,-66.2840958,6.61E-06,3.60E-08,0.000722204,867.16,-3.52,-1.29,-7.06,0.04,-10.59,1.21,1.14,0.14,8504904,11897180,7.7734375
20121224,4.3959384,-8.90990925,532.665894,95.4204941,207.466003,7.91E-07,0.003152748,740.610291,6.04E-06,271.677551,740.131897,17.2942581,2.07E-06,6.44747162,271.677551,3.62E-07,0.472920775,-78.7532349,7.37E-06,1.81E-07,0.005504433,864.57,-3.84,1.56,-8.76,0.07,-7.91,1.21,-0.58,-0.57,6374058,8743580,7.6953125
20121225,4.35902929,-14.3261347,532.404602,88.5344543,207.058624,2.95E-07,0.002947868,739.907837,6.92E-06,270.440002,739.463135,18.0030022,0,31.1813889,270.440002,5.11E-07,0.442189991,-52.2206116,7.81E-06,8.37E-08,0.002455648,868.74,-3.46,0.7,-8.21,0.39,-9.96,1.26,-0.81,-0.9,7488152,10075272,7.6171875
20121226,4.39384365,-13.7451706,532.116394,60.3643494,206.953659,4.90E-07,0.00463528,739.772888,2.95E-06,270.547424,739.070007,8.58669567,0,25.1201038,270.547424,3.40E-07,0.695311308,-39.408989,3.82E-06,4.11E-08,0.007536952,865.4,-2.4,0.55,-3.72,0.41,-6.15,1.11,0.97,-0.26,4559806,6205264,7.546875
20121227,4.38891459,-10.3792019,531.831909,80.9707336,206.947311,7.02E-07,0.005350482,739.590942,3.37E-06,271.053833,738.779236,10.2575951,5.01E-08,30.6704407,271.053833,6.24E-07,0.802597761,-48.5450516,4.78E-06,8.50E-08,0.009092422,862.06,-2.29,0.3,-5.51,0.31,-5.92,1.08,0.55,-0.07,5106934,6945188,7.46875
20121228,4.31467533,-34.2892418,531.550781,55.253109,206.587448,6.47E-08,0.006546685,739.121155,1.26E-05,267.751251,738.138245,31.3208485,0,3.14259505,267.751251,6.75E-06,0.982037842,-36.2043953,1.94E-05,8.57E-14,0.000846585,869.38,-6.56,-3.45,-10.36,0.46,-14.74,3.04,-2.88,-0.8,2797388,3831456,7.3984375
20121229,4.30216503,-50.3458519,531.220032,99.6939468,205.774704,7.57E-10,0.004517002,737.672424,9.94E-06,264.680511,736.994568,24.5065861,0,20.866972,264.680511,2.90E-06,0.677575231,-96.5624466,1.28E-05,6.60E-14,0.000125224,876.97,-8.11,-6,-10.45,0.01,-22.11,1.71,-1.66,-0.05,6382436,8652816,7.328125
20121230,4.31733799,-36.3805885,530.838562,119.87149,205.387573,1.79E-08,0.003854644,736.805176,7.45E-06,266.853241,736.226013,18.5402298,2.74E-08,32.93116,266.853241,6.72E-07,0.578219056,-102.887749,8.19E-06,4.92E-08,0.000794118,870.06,-4.41,-1.04,-8.86,0,-17.74,0.8,0.17,0.06,9467454,12665964,7.25
20121231,4.33807468,-26.5530319,530.437012,117.206116,205.272171,1.80E-07,0.003484313,736.235229,4.84E-06,268.64447,735.709229,12.7236223,2.15E-07,35.6774216,268.64447,4.02E-07,0.522668421,-94.0456924,5.56E-06,1.36E-07,0.003391591,864.75,-2.52,1.81,-5.97,0,-10.92,0.75,0.2,-0.1,9319144,12265640,7.1796875
20130101,4.31644964,-11.1730738,530.070374,116.916336,205.160278,6.30E-07,0.002773518,735.650696,8.62E-06,270.967133,735.230652,23.3650703,1.11E-06,10.2525816,270.967133,6.24E-07,0.416045606,-92.2856293,1.01E-05,2.23E-07,0.004038999,862.34,-2.33,4.19,-6.49,0,-11.47,1.44,-0.21,-0.81,9443520,12202712,7.109375
20130102,4.28579617,-36.2161598,529.721985,60.2994194,204.725861,5.38E-09,0.00291671,734.88562,9.47E-06,266.743744,734.447632,23.3632278,0,19.7214699,266.743744,1.54E-06,0.437526584,-49.1334839,1.10E-05,5.01E-14,0.000293115,873.93,-7.4,-4.99,-9.52,0.63,-18.47,2.14,-1.56,-1.45,3403638,4364132,7.046875
20130103,4.32141304,-12.9601974,529.351501,80.5945206,204.550079,4.37E-10,0.003922367,734.490112,4.50E-06,267.940582,733.90155,11.099328,0,35.0340767,267.940582,7.05E-07,0.588384688,-45.4174004,5.20E-06,5.05E-14,0.00016683,870.9,-4.42,-0.69,-9.46,0.56,-13.31,1.33,0.74,-0.88,6913568,8939980,6.96875
20130104,4.33369732,-11.9578333,528.983521,84.1989365,204.626648,1.38E-08,0.006177242,734.538147,3.54E-06,268.428162,733.610046,8.80562019,0,34.14785,268.428162,6.99E-07,0.92663753,-51.2412529,4.27E-06,1.67E-08,0.001331403,865.18,-3.44,-0.37,-6.29,0.84,-9.88,0.99,0.53,-0.1,5830678,7613724,6.90625
20130105,4.32973003,-12.0027704,528.634033,82.8398285,204.688873,1.39E-07,0.006471569,734.296814,4.33E-06,268.503021,733.322937,11.1455202,5.73E-10,21.5630245,268.503021,7.20E-07,0.970791817,-59.8398209,5.24E-06,4.47E-08,0.00308515,866.3,-4.29,0.03,-6.54,0.13,-10.72,0.96,-0.67,-0.62,5776596,7664984,6.84375
20130106,4.34026718,-7.40913963,528.300781,69.8901825,204.755188,1.80E-07,0.007639721,734.206177,3.05E-06,269.134064,733.05603,8.05589008,0,19.4317379,269.134064,5.35E-07,1.14602888,-47.935688,3.80E-06,3.54E-08,0.004168895,865.62,-3,0.75,-6.41,0.49,-8.44,0.66,-0.24,-0.06,5182434,6831140,6.765625
20130107,4.34794855,8.55388069,527.989807,107.430061,204.936523,7.30E-07,0.006308209,733.879028,6.66E-06,271.789124,732.926331,18.6604748,3.70E-06,14.114501,271.789124,5.46E-07,0.946291327,-63.155632,8.11E-06,1.73E-07,0.006405141,865.06,-1.44,3.69,-5.9,0,-9.57,0.85,-0.43,-0.25,9262230,12140488,6.703125
20130108,4.27947187,-18.2132835,527.689819,85.2086334,204.5056,1.65E-07,0.004936702,732.937378,9.29E-06,269.622742,732.195374,23.5828266,1.52E-07,11.1055994,269.622742,1.51E-06,0.740552902,-64.4858093,1.11E-05,1.05E-07,0.001398624,869.18,-2.96,1.05,-7.07,0.06,-15.64,1.43,-0.81,-1.01,6774122,8743136,6.640625
20130109,4.31271839,-6.54172707,527.36322,108.852127,204.294266,4.47E-07,0.004186598,732.289612,5.04E-06,270.017548,731.657593,13.9029608,1.76E-07,28.0698147,270.017548,8.35E-07,0.628031135,-70.9642181,6.47E-06,1.53E-07,0.004113152,867.02,-1.35,3.52,-7.24,0.04,-8.98,1.26,0.94,-0.05,9285304,11801408,6.578125
20130110,4.33178711,-4.90366173,527.033875,96.7231674,204.350677,6.83E-07,0.00349289,731.914917,3.79E-06,270.493011,731.384338,11.3481216,6.98E-07,21.8745174,270.493011,4.09E-07,0.523968935,-66.9216843,5.01E-06,1.28E-07,0.006328482,867.26,-1.73,2.4,-5.64,0.11,-6.32,1.03,0.17,0.11,6194986,7780092,6.515625
20130111,4.32687378,-0.855080307,526.720825,123.955315,204.387909,6.79E-07,0.002441705,731.481323,5.06E-06,271.302704,731.108765,14.8999929,1.84E-06,13.6656981,271.302704,9.88E-08,0.366280884,-95.3465195,6.14E-06,3.01E-07,0.006304665,868.29,-1.1,5.47,-5.98,0,-10.05,0.91,0.31,-0.35,10646314,13174760,6.4375
20130112,4.32764912,-10.5817661,526.417419,115.308716,204.376724,5.99E-07,0.001730025,731.058777,3.92E-06,270.428101,730.794128,11.5823021,7.70E-07,31.1644669,270.428101,2.35E-07,0.259521663,-82.2091064,4.93E-06,1.76E-07,0.005145973,863.67,-1.6,3.8,-6.95,0,-6.02,1.24,0.81,0.12,8079960,9838252,6.375
20130113,4.3230629,11.1165295,526.123779,123.553085,204.368896,7.09E-07,0.001070467,730.660095,4.80E-06,272.901947,730.492432,14.4582615,1.14E-06,13.3297701,272.901947,2.50E-08,0.160581142,-84.183815,5.89E-06,3.56E-07,0.006856251,864.14,-0.5,6.81,-7.25,0,-7.73,0.98,0.28,-0.62,10595374,12696112,6.3125
20130114,4.42699814,4.77522421,525.835571,53.6734543,204.878235,1.33E-06,0.000803037,730.855408,3.18E-06,273.213501,730.713928,11.3164806,0,5.56645966,273.213501,2.71E-08,0.120464146,-31.7457409,4.62E-06,8.00E-08,0.021098919,866.36,-0.65,3.56,-5.03,1.78,-3.74,0.79,-0.31,-0.22,3842198,4550632,6.265625
20130115,4.3238287,1.86211991,525.618103,120.054001,205.009125,6.87E-07,0.000563636,730.717346,5.98E-06,273.183197,730.627136,17.41119,5.55E-07,24.7507877,273.183197,2.03E-08,0.084551618,-75.7811127,7.08E-06,3.90E-07,0.005589979,867.46,0.24,6.45,-4.24,0,-9.07,0.82,-0.12,-0.55,10883480,13350124,6.21875
20130116,4.29008389,-0.301881373,525.409119,113.422836,204.582657,3.55E-07,0.000326979,730.043457,9.06E-06,273.160339,729.991638,24.3542328,3.37E-07,4.61720848,273.160339,3.14E-08,0.049050383,-84.5558777,9.91E-06,4.63E-07,0.002611592,871.37,-0.12,7.11,-4.5,0,-10.92,1.34,-0.86,-0.93,9978934,11974076,6.171875
20130117,4.30405235,28.8806953,525.157715,123.128891,204.156433,6.23E-07,0.000178632,729.355774,7.03E-06,274.784058,729.314148,19.8310108,1.93E-07,21.704277,274.784058,3.01E-08,0.026796727,-52.5530548,8.07E-06,3.89E-07,0.014845855,871.71,1.39,6.83,-4.4,0.17,-5.28,1.52,1.16,-0.65,10587826,12487680,6.109375
20130118,4.377285,20.708931,524.893127,54.5027924,204.435699,1.54E-06,3.26E-05,729.372253,2.96E-06,274.513092,729.328735,11.4532099,0,2.50441885,274.513092,2.41E-09,0.004897418,-19.7897453,4.65E-06,1.41E-07,0.038517781,865.66,0.63,3.57,-1.83,1.7,-1.85,1.2,0.81,-0.54,3945590,4628428,6.203125
20130119,4.4427247,19.7671356,524.682068,48.8370438,205.243256,2.71E-06,0.000194237,729.978455,3.60E-06,274.631287,729.925354,15.8231611,0,6.60672474,274.631287,3.34E-08,0.029135594,-6.55042219,6.45E-06,1.04E-07,0.024062121,860.3,0.76,4.15,-2.08,2.33,-1.21,1.33,-0.1,-0.77,3429666,4178804,6.171875
20130120,4.324862,-27.3520737,524.552124,54.1399002,205.24675,3.47E-07,0.00350912,730.327271,7.57E-06,271.165771,729.79895,19.5826244,0,12.195653,271.165771,8.64E-07,0.526369989,-47.2958527,8.80E-06,2.69E-08,0.002003253,867.65,-2.74,-0.46,-4.83,0.96,-7.94,1.45,-1.38,-0.27,3356936,4297304,6.09375
20130121,4.32323217,-24.5002518,524.403992,109.574112,204.880737,4.68E-07,0.003411716,729.801147,6.13E-06,271.596741,729.284729,16.6533833,1.01E-06,50.2741814,271.596741,3.31E-07,0.511761129,-65.8455353,7.08E-06,1.55E-07,0.004663774,868.92,-0.87,3.29,-4.46,0.07,-8.66,0.95,-0.69,-0.47,8773700,11310420,5.96875
20130122,4.33491707,-9.8976059,524.225769,129.897324,204.69075,7.11E-07,0.002278728,729.264343,5.20E-06,272.565186,728.916443,15.3650932,2.42E-06,37.2742805,272.565186,9.87E-08,0.341812611,-86.0629578,6.33E-06,3.15E-07,0.006055051,867.47,1.03,6.05,-2.79,0,-5.9,1.05,0.48,-0.02,10560504,13346024,5.90625
20130123,4.29277611,21.0126915,524.037781,125.605415,204.467285,8.49E-07,0.001053806,728.666992,1.03E-05,274.379883,728.505005,28.2623253,1.92E-06,-16.3538666,274.379883,1.85E-07,0.158072636,-91.5212021,1.16E-05,3.46E-07,0.003857196,866.97,0.85,7.61,-3.7,0,-8.21,1.41,-0.24,-0.08,10257636,12569404,5.859375
20130124,4.27623653,-13.6885815,523.807983,136.627518,203.801483,4.00E-07,0.000538226,727.69342,7.63E-06,272.350677,727.609375,20.8498039,4.40E-07,33.2647514,272.350677,3.68E-08,0.080734827,-95.9496689,8.49E-06,4.22E-07,0.003255078,868.66,1.29,5.68,-2.58,0,-12.31,0.68,0.07,-0.17,12211440,14608424,5.859375
20130125,4.27923632,12.9799776,523.534912,125.063034,203.475998,3.98E-07,0.000286273,727.057495,7.12E-06,273.907196,727.011047,19.8480072,4.08E-07,12.8969078,273.907196,1.24E-08,0.042941492,-79.1681747,8.06E-06,5.24E-07,0.00358506,866.58,2.91,8.4,-1.1,0,-7.25,0.68,-0.32,-0.09,10880168,12825732,5.828125
20130126,4.26603889,18.527792,523.237244,136.194138,203.113388,2.09E-07,0.00013779,726.373962,7.64E-06,274.342224,726.350586,21.1607838,2.06E-07,8.63438797,274.342224,5.75E-09,0.020668848,-87.7860489,8.59E-06,7.32E-07,0.002647274,868.75,3.84,9.96,-1.31,0,-7.62,0.9,-0.55,-0.45,12298854,14254656,6.21875
20130127,4.25346756,27.9470692,522.916382,136.422562,202.71994,9.18E-08,1.95E-05,725.640076,7.93E-06,275.386292,725.63623,21.6473274,4.58E-08,6.24025869,275.386292,1.60E-09,0.002926164,-80.561554,8.78E-06,7.57E-07,0.000827049,867.13,3.56,9.97,-1.02,0,-5.45,1.27,0.84,-0.38,12815380,14667080,7.234375
20130128,4.27661276,5.24431705,522.574341,103.640152,202.564926,1.56E-07,0,725.143127,4.96E-06,274.900604,725.139221,13.851284,0,21.2516747,274.900604,0,0,-63.2935829,5.62E-06,4.99E-07,0.003867236,864.69,3.89,8.28,-0.53,0,-1.44,1.11,0.35,0,8709610,9880568,7.8125
20130129,4.2635355,20.3494873,522.230713,118.703934,202.424515,3.01E-07,0,724.666321,6.09E-06,276.341949,724.65509,17.2841129,0,25.1098843,276.341949,0,0,-55.9576836,7.01E-06,6.12E-07,0.011138151,864.37,4.99,10.77,-0.79,0.03,-0.67,1.22,0.98,-0.48,11917630,13426400,7.859375
20130130,4.25812101,25.202877,521.885376,133.717529,202.21434,1.23E-07,0,724.10907,6.67E-06,278.306732,724.099731,18.6881123,0,18.649683,278.306732,0,0,-71.1723557,7.58E-06,7.80E-07,0.009351004,861.38,4.81,10.68,1.1,0.22,0.21,1.3,0.99,-0.3,12858592,14419508,8.4375
20130131,4.26642704,9.35917091,521.539062,93.3301849,202.176346,1.16E-06,0,723.721802,6.53E-06,276.478058,723.715454,20.3314266,0,-0.190057069,276.478058,0,0,-63.8351898,8.24E-06,5.48E-07,0.006388769,863.92,2.5,9.37,-2.21,0.16,-2.46,1.46,-0.93,-0.97,8487186,9495388,10.015625
20130201,4.25228357,26.3050709,521.19165,101.002548,201.988892,4.57E-07,0,723.185913,6.55E-06,278.449402,723.180542,18.7384872,0,8.2954073,278.449402,0,0,-47.6567192,7.60E-06,5.89E-07,0.005347072,868.04,2.94,9.71,-1.92,0.12,-0.08,1.2,-0.64,-0.78,6916100,7732768,10.546875
20130202,4.48456526,17.9598484,520.837219,47.0392647,202.833511,1.24E-06,0,723.69928,2.90E-06,277.254791,723.670654,10.4999571,0,17.382803,277.254791,0,0,-1.19191158,4.26E-06,1.18E-07,0.02855831,862.34,2.34,5.33,-1.3,3.8,0.85,1.25,0.52,-0.99,3676680,4111600,9.796875
20130203,4.43199015,2.35015559,520.672363,61.6691399,204.797607,1.32E-06,0,725.482605,3.36E-06,275.827209,725.46991,12.2024851,0,-2.45593476,275.827209,0,0,-49.5834732,4.95E-06,2.67E-07,0.012623783,860.93,3.6,9.95,-2.93,0.51,-0.09,1.01,-0.28,-0.32,8182216,9160128,9.5
20130204,4.30385303,19.0395145,520.622681,135.636795,204.359283,1.79E-07,0,725.004761,6.88E-06,278.749908,724.981873,19.4049625,0,46.9471817,278.749908,0,0,-50.2373848,7.87E-06,8.09E-07,0.022850154,861.22,4.52,11.71,-2.98,0.12,0.38,1.53,0.77,-0.87,12895814,14429240,9.703125
20130205,4.27729034,5.19160652,520.518921,128.175476,203.820419,7.84E-07,0,724.346069,8.37E-06,278.341034,724.339172,24.8946991,0,26.4872322,278.341034,0,0,-71.6060562,1.01E-05,9.40E-07,0.006709214,864.74,3.8,11.42,-1.86,0,-1.33,1.35,-0.5,-1.08,12021856,13449562,9.453125
20130206,4.32951498,8.0393343,520.357178,89.994812,203.521774,2.11E-06,0,723.886475,8.69E-06,278.633606,723.878723,27.8894157,0,28.231369,278.633606,0,0,-25.8324356,1.13E-05,5.09E-07,0.007513874,861.85,4.52,9.21,-0.78,1.08,-0.73,1.51,-0.89,-1.04,7261324,8125568,8.765625
20130207,4.39896107,-20.3996983,520.196472,38.6591034,204.246002,9.88E-07,0.003849373,725.023193,7.17E-06,272.543701,724.442322,20.2292576,0,30.168911,272.543701,4.92E-07,0.577407181,-7.29175091,8.69E-06,4.05E-08,0.003347371,868.26,-1.58,0.64,-3.44,4.91,-7.01,2.42,-1.93,-1.39,3746166,4305422,8.375
20130208,4.36350107,-13.1828222,520.093567,90.477417,204.317795,6.08E-07,0.012759337,726.332153,5.60E-06,272.439972,724.411377,15.7096148,5.68E-06,38.7182007,272.439972,1.33E-06,1.91391075,-43.338623,7.70E-06,1.58E-07,0.006865658,869.82,-0.32,2.59,-3.44,1.1,-6.33,0.92,-0.27,-0.03,6711700,9151748,8
20130209,4.38114834,-3.83326268,520.032715,143.413361,204.536438,8.30E-07,0.007197275,725.654724,6.79E-06,273.547546,724.569031,19.682951,9.93E-06,45.0245285,273.547546,4.28E-07,1.0796001,-77.9232559,8.41E-06,3.64E-07,0.006007445,864.85,1,5.49,-2.18,0.05,-5.23,1.17,1.07,0.21,11812218,15558752,7.40625
20130210,4.38181782,9.7329607,519.999451,112.312141,204.694519,1.45E-06,0.003849416,725.28363,5.65E-06,275.027649,724.693848,18.2344837,5.09E-06,35.2129822,275.027649,1.73E-07,0.577418804,-46.6448708,7.57E-06,2.99E-07,0.01225737,863.31,1,5.31,-2.45,0.39,-3.24,1.02,0.01,-0.29,7550594,9652916,6.84375
20130211,4.34733105,-25.2340508,519.992798,48.3032837,204.740112,9.56E-07,0.003547763,725.268677,8.47E-06,271.662201,724.73291,23.4047222,0,-5.23150253,271.662201,9.99E-07,0.532172382,-52.5099869,1.05E-05,5.99E-08,0.003591207,869.84,-2.34,-0.18,-4.94,1.14,-10.42,1.77,-1.53,-0.87,4048758,5237020,6.625
20130212,4.29704285,-4.37599039,519.956299,155.393829,204.136475,5.64E-07,0.002377385,724.453308,7.92E-06,272.8367,724.092773,21.885828,2.11E-06,59.3990631,272.8367,1.90E-07,0.356613874,-77.1846466,9.06E-06,3.87E-07,0.003902665,867.88,0.49,4.73,-4.53,0.13,-8.28,1.12,0.75,-0.49,12155988,15613588,6.375
20130213,4.33654547,5.07320929,519.858459,89.9017944,203.988602,8.41E-07,0.001425743,724.074829,4.75E-06,273.85437,723.846863,14.359951,9.57E-08,29.908474,273.85437,4.38E-08,0.213865474,-39.8604088,5.87E-06,2.28E-07,0.01390037,863.43,1.32,3.71,-1.33,0.58,-2.73,0.85,0.47,-0.29,5058346,6440310,6.25
20130214,4.25552797,-13.6116581,519.746033,109.755302,203.490082,6.14E-07,0.001094838,723.402527,1.11E-05,272.583649,723.236084,29.7924805,7.35E-08,22.5837994,272.583649,4.67E-07,0.164229393,-69.627655,1.25E-05,3.50E-07,0.002208065,867.6,-0.34,2.5,-3.19,0.65,-8.95,1.44,-0.98,-0.78,6027106,7657080,6.1875
20130215,4.28162003,18.4892731,519.572205,149.918121,202.953308,7.58E-07,0.000394216,722.605225,7.75E-06,275.297791,722.525269,22.1462193,1.00E-06,54.899334,275.297791,1.13E-07,0.059133612,-53.6320457,9.09E-06,4.75E-07,0.020553973,863.18,2.08,6.79,-3.1,0.82,-3.43,1.81,1.65,-0.2,11611028,14594382,6.09375
20130216,4.31574011,2.51804638,519.369812,95.7450867,203.060669,1.70E-06,4.11E-05,722.449707,5.87E-06,275.748535,722.43042,19.5178471,0,32.7563286,275.748535,1.91E-09,0.006165918,-40.875473,7.92E-06,3.39E-07,0.013046627,859.59,1.2,5.51,-3.46,1.89,-1.08,1.25,0.02,-0.29,5930006,7424584,6.28125
20130217,4.35067034,0.96363014,519.1651,115.445564,203.037613,1.41E-06,0.001204031,722.388123,1.13E-05,275.659698,722.202637,32.5584946,0,56.914959,275.659698,5.03E-07,0.180604786,-23.6031437,1.37E-05,4.72E-07,0.004814766,859.32,0.73,5.92,-3.27,2.88,-5.18,2.19,-1.65,-1.37,6281502,7680436,6.5625
20130218,4.28476572,-29.536375,518.998962,45.2015762,203.237152,8.00E-09,0.022922719,725.674927,5.71E-06,270.27948,722.236145,14.1153946,0,7.16623449,270.27948,5.84E-06,3.43841982,-37.1760826,1.16E-05,3.80E-12,0.000395136,866.12,-3.88,-2.41,-6.36,3.44,-7.76,2.17,-1.68,-1.13,3552734,5089624,6.78125
20130219,4.44003248,0.734239995,518.863953,152.974762,203.959381,6.19E-07,0.015950123,725.223877,6.02E-06,272.927429,722.823364,16.988554,1.90E-05,60.4452133,272.927429,1.09E-06,2.39253449,-65.1741028,7.98E-06,2.52E-07,0.008074949,866.25,0.49,3.86,-3.96,0.4,-3.8,1.17,0.82,-0.49,11415054,16632388,6.5
